trade_time,open,high,low,close,vol,amount
2024-01-02 09:31:00,16.12,16.32,16.12,16.25,79400.0,1288994.0
2024-01-02 09:32:00,16.3,16.37,16.25,16.33,70300.0,1147130.0
2024-01-02 09:33:00,16.33,16.35,16.32,16.32,43200.0,705531.0
2024-01-02 09:34:00,16.31,16.35,16.3,16.34,39900.0,651205.0
2024-01-02 09:35:00,16.32,16.33,16.3,16.31,67700.0,1104578.0
2024-01-02 09:36:00,16.3,16.33,16.3,16.3,26800.0,437215.0
2024-01-02 09:37:00,16.29,16.29,16.27,16.27,3000.0,48852.0
2024-01-02 09:38:00,16.28,16.28,16.25,16.27,15300.0,248916.0
2024-01-02 09:39:00,16.27,16.28,16.27,16.28,8600.0,139929.0
2024-01-02 09:40:00,16.28,16.29,16.26,16.29,6500.0,105759.0
2024-01-02 09:41:00,16.3,16.35,16.3,16.35,33100.0,540203.0
2024-01-02 09:42:00,16.34,16.34,16.31,16.31,7600.0,124126.0
2024-01-02 09:43:00,16.31,16.31,16.3,16.31,1100.0,17936.0
2024-01-02 09:44:00,16.3,16.33,16.3,16.33,14300.0,233269.0
2024-01-02 09:45:00,16.31,16.34,16.31,16.34,7000.0,114314.0
2024-01-02 09:46:00,16.34,16.35,16.32,16.34,15600.0,254834.0
2024-01-02 09:47:00,16.33,16.34,16.31,16.31,4200.0,68578.0
2024-01-02 09:48:00,16.32,16.32,16.3,16.3,7300.0,119076.0
2024-01-02 09:49:00,16.32,16.33,16.31,16.31,5400.0,88138.0
2024-01-02 09:50:00,16.31,16.34,16.31,16.33,7500.0,122462.0
2024-01-02 09:51:00,16.33,16.33,16.3,16.32,6600.0,107656.0
2024-01-02 09:52:00,16.33,16.34,16.33,16.33,4000.0,65331.0
2024-01-02 09:53:00,16.34,16.35,16.32,16.32,8600.0,140492.0
2024-01-02 09:54:00,16.32,16.32,16.3,16.31,9700.0,158257.0
2024-01-02 09:55:00,16.32,16.32,16.27,16.27,7700.0,125452.0
2024-01-02 09:56:00,16.29,16.29,16.26,16.28,6300.0,102553.0
2024-01-02 09:57:00,16.29,16.29,16.25,16.25,18200.0,295963.0
2024-01-02 09:58:00,16.25,16.28,16.25,16.28,20700.0,336521.0
2024-01-02 09:59:00,16.28,16.31,16.27,16.3,4800.0,78194.0
2024-01-02 10:00:00,16.3,16.32,16.28,16.31,8700.0,141844.0
2024-01-02 10:01:00,16.32,16.35,16.32,16.32,34500.0,563579.0
2024-01-02 10:02:00,16.32,16.37,16.32,16.37,25900.0,423363.0
2024-01-02 10:03:00,16.37,16.37,16.28,16.29,25500.0,416321.0
2024-01-02 10:04:00,16.31,16.33,16.31,16.33,20100.0,328062.0
2024-01-02 10:05:00,16.33,16.33,16.31,16.33,5000.0,81637.0
2024-01-02 10:06:00,16.33,16.34,16.33,16.34,12400.0,202496.0
2024-01-02 10:07:00,16.32,16.33,16.32,16.32,7900.0,128967.0
2024-01-02 10:08:00,16.32,16.34,16.32,16.33,6400.0,104508.0
2024-01-02 10:09:00,16.33,16.33,16.32,16.32,4500.0,73443.0
2024-01-02 10:10:00,16.33,16.35,16.32,16.33,8900.0,145397.0
2024-01-02 10:11:00,16.35,16.35,16.34,16.34,1400.0,22879.0
2024-01-02 10:12:00,16.33,16.34,16.33,16.34,400.0,6534.0
2024-01-02 10:13:00,16.33,16.33,16.32,16.32,11400.0,186116.0
2024-01-02 10:14:00,16.32,16.32,16.31,16.32,14700.0,239787.0
2024-01-02 10:15:00,16.32,16.34,16.32,16.32,20700.0,337958.0
2024-01-02 10:16:00,16.32,16.34,16.32,16.34,33400.0,545196.0
2024-01-02 10:17:00,16.33,16.35,16.32,16.34,4600.0,75147.0
2024-01-02 10:18:00,16.35,16.36,16.35,16.36,22600.0,369577.0
2024-01-02 10:19:00,16.36,16.36,16.34,16.35,7700.0,125909.0
2024-01-02 10:20:00,16.35,16.35,16.34,16.34,7300.0,119340.0
2024-01-02 10:21:00,16.34,16.34,16.34,16.34,2500.0,40850.0
2024-01-02 10:22:00,16.34,16.34,16.31,16.31,8300.0,135526.0
2024-01-02 10:23:00,16.3,16.31,16.3,16.3,6700.0,109273.0
2024-01-02 10:24:00,16.3,16.31,16.28,16.28,22900.0,373200.0
2024-01-02 10:25:00,16.29,16.29,16.28,16.29,13700.0,223066.0
2024-01-02 10:26:00,16.3,16.31,16.3,16.31,9800.0,159771.0
2024-01-02 10:27:00,16.31,16.32,16.3,16.32,16400.0,267542.0
2024-01-02 10:28:00,16.33,16.33,16.31,16.31,6800.0,110977.0
2024-01-02 10:29:00,16.32,16.35,16.32,16.34,27000.0,440843.0
2024-01-02 10:30:00,16.34,16.34,16.33,16.34,4600.0,75138.0
2024-01-02 10:31:00,16.34,16.35,16.34,16.35,6500.0,106228.0
2024-01-02 10:32:00,16.34,16.35,16.34,16.35,3900.0,63742.0
2024-01-02 10:33:00,16.34,16.36,16.34,16.36,17300.0,282914.0
2024-01-02 10:34:00,16.36,16.36,16.35,16.35,7400.0,121028.0
2024-01-02 10:35:00,16.35,16.36,16.34,16.34,3800.0,62138.0
2024-01-02 10:36:00,16.34,16.35,16.34,16.35,3900.0,63760.0
2024-01-02 10:37:00,16.35,16.35,16.34,16.35,2500.0,40874.0
2024-01-02 10:38:00,16.34,16.34,16.34,16.34,1500.0,24510.0
2024-01-02 10:39:00,16.34,16.34,16.33,16.33,5300.0,86585.0
2024-01-02 10:40:00,16.34,16.34,16.31,16.33,2200.0,35933.0
2024-01-02 10:41:00,16.33,16.33,16.33,16.33,200.0,3266.0
2024-01-02 10:42:00,16.33,16.33,16.33,16.33,0.0,0.0
2024-01-02 10:43:00,16.32,16.32,16.31,16.32,1700.0,27742.0
2024-01-02 10:44:00,16.32,16.33,16.32,16.33,4700.0,76709.0
2024-01-02 10:45:00,16.33,16.33,16.33,16.33,4600.0,75115.0
2024-01-02 10:46:00,16.33,16.33,16.32,16.33,10400.0,169822.0
2024-01-02 10:47:00,16.32,16.32,16.31,16.31,1900.0,30998.0
2024-01-02 10:48:00,16.32,16.33,16.32,16.33,3600.0,58765.0
2024-01-02 10:49:00,16.32,16.33,16.32,16.33,900.0,14692.0
2024-01-02 10:50:00,16.33,16.33,16.32,16.32,4000.0,65302.0
2024-01-02 10:51:00,16.32,16.34,16.32,16.34,2000.0,32658.0
2024-01-02 10:52:00,16.34,16.34,16.34,16.34,3400.0,55556.0
2024-01-02 10:53:00,16.34,16.35,16.34,16.34,2400.0,39220.0
2024-01-02 10:54:00,16.35,16.35,16.34,16.34,1700.0,27782.0
2024-01-02 10:55:00,16.34,16.35,16.34,16.34,4700.0,76816.0
2024-01-02 10:56:00,16.35,16.35,16.33,16.33,3200.0,52292.0
2024-01-02 10:57:00,16.33,16.33,16.32,16.32,200.0,3265.0
2024-01-02 10:58:00,16.32,16.33,16.32,16.32,900.0,14689.0
2024-01-02 10:59:00,16.32,16.32,16.32,16.32,900.0,14688.0
2024-01-02 11:00:00,16.32,16.33,16.32,16.33,400.0,6530.0
2024-01-02 11:01:00,16.33,16.35,16.33,16.34,13100.0,213983.0
2024-01-02 11:02:00,16.34,16.34,16.34,16.34,1400.0,22876.0
2024-01-02 11:03:00,16.34,16.34,16.33,16.34,2600.0,42479.0
2024-01-02 11:04:00,16.34,16.34,16.34,16.34,1200.0,19608.0
2024-01-02 11:05:00,16.34,16.34,16.34,16.34,500.0,8170.0
2024-01-02 11:06:00,16.35,16.35,16.35,16.35,11600.0,189658.0
2024-01-02 11:07:00,16.35,16.35,16.34,16.34,10000.0,163467.0
2024-01-02 11:08:00,16.36,16.36,16.35,16.36,1700.0,27808.0
2024-01-02 11:09:00,16.35,16.35,16.33,16.33,3600.0,58828.0
2024-01-02 11:10:00,16.33,16.35,16.33,16.35,3400.0,55547.0
