trade_time,open,high,low,close,vol,amount
2024-01-02 09:31:00,4.06,4.07,4.04,4.05,317200.0,1286285.0
2024-01-02 09:32:00,4.05,4.05,4.04,4.05,78300.0,317008.0
2024-01-02 09:33:00,4.04,4.05,4.04,4.05,131100.0,530943.0
2024-01-02 09:34:00,4.05,4.05,4.04,4.05,57800.0,233833.0
2024-01-02 09:35:00,4.05,4.05,4.04,4.04,62800.0,253947.0
2024-01-02 09:36:00,4.05,4.05,4.04,4.05,45100.0,182610.0
2024-01-02 09:37:00,4.05,4.05,4.04,4.04,27600.0,111602.0
2024-01-02 09:38:00,4.04,4.05,4.04,4.04,53900.0,218063.0
2024-01-02 09:39:00,4.05,4.05,4.04,4.05,21600.0,87359.0
2024-01-02 09:40:00,4.04,4.06,4.04,4.05,342700.0,1388732.0
2024-01-02 09:41:00,4.05,4.06,4.05,4.06,26400.0,107037.0
2024-01-02 09:42:00,4.05,4.06,4.05,4.05,56600.0,229308.0
2024-01-02 09:43:00,4.06,4.06,4.05,4.05,131100.0,531195.0
2024-01-02 09:44:00,4.06,4.06,4.05,4.05,19400.0,78611.0
2024-01-02 09:45:00,4.05,4.06,4.05,4.05,69600.0,282044.0
2024-01-02 09:46:00,4.06,4.06,4.05,4.06,302300.0,1224593.0
2024-01-02 09:47:00,4.05,4.06,4.05,4.05,111800.0,453569.0
2024-01-02 09:48:00,4.06,4.06,4.05,4.06,170100.0,690342.0
2024-01-02 09:49:00,4.06,4.07,4.06,4.06,566700.0,2301347.0
2024-01-02 09:50:00,4.07,4.08,4.06,4.07,295100.0,1201913.0
2024-01-02 09:51:00,4.07,4.08,4.07,4.07,349100.0,1421025.0
2024-01-02 09:52:00,4.08,4.08,4.07,4.08,80000.0,326188.0
2024-01-02 09:53:00,4.07,4.08,4.07,4.07,28200.0,114831.0
2024-01-02 09:54:00,4.08,4.08,4.07,4.07,93100.0,379678.0
2024-01-02 09:55:00,4.07,4.08,4.07,4.08,82000.0,334080.0
2024-01-02 09:56:00,4.07,4.08,4.07,4.08,11900.0,48490.0
2024-01-02 09:57:00,4.07,4.08,4.07,4.08,71300.0,290471.0
2024-01-02 09:58:00,4.07,4.08,4.07,4.07,70700.0,287887.0
2024-01-02 09:59:00,4.08,4.08,4.07,4.08,21800.0,88777.0
2024-01-02 10:00:00,4.07,4.07,4.06,4.06,153000.0,622614.0
2024-01-02 10:01:00,4.08,4.08,4.07,4.08,153500.0,625582.0
2024-01-02 10:02:00,4.08,4.08,4.07,4.07,30200.0,122855.5
2024-01-02 10:03:00,4.07,4.09,4.07,4.08,654000.0,2669640.0
2024-01-02 10:04:00,4.08,4.09,4.08,4.08,38400.0,156851.0
2024-01-02 10:05:00,4.08,4.09,4.08,4.09,97400.0,397199.09375
2024-01-02 10:06:00,4.09,4.09,4.08,4.09,20100.0,82137.0
2024-01-02 10:07:00,4.09,4.09,4.08,4.08,53300.0,217912.0
2024-01-02 10:08:00,4.08,4.09,4.08,4.09,175500.0,716281.0
2024-01-02 10:09:00,4.08,4.09,4.08,4.08,62700.0,255891.0
2024-01-02 10:10:00,4.08,4.09,4.08,4.08,362700.0,1479793.0
2024-01-02 10:11:00,4.08,4.09,4.08,4.08,136900.0,558750.0
2024-01-02 10:12:00,4.08,4.09,4.08,4.08,113900.0,464824.0
2024-01-02 10:13:00,4.08,4.09,4.08,4.08,45200.0,184573.0
2024-01-02 10:14:00,4.08,4.09,4.08,4.08,31600.0,128931.0
2024-01-02 10:15:00,4.09,4.09,4.08,4.08,27800.0,113437.0
2024-01-02 10:16:00,4.08,4.09,4.07,4.08,80000.0,326214.0
2024-01-02 10:17:00,4.07,4.08,4.07,4.07,37000.0,150719.0
2024-01-02 10:18:00,4.07,4.07,4.07,4.07,2900.0,11803.0
2024-01-02 10:19:00,4.07,4.08,4.07,4.08,12900.0,52575.0
2024-01-02 10:20:00,4.08,4.08,4.07,4.07,59800.0,243765.0
