trade_time,open,high,low,close,vol,amount
2024-01-02 09:31:00,9.8,9.8,9.76,9.78,140900.0,1378205.0
2024-01-02 09:32:00,9.77,9.78,9.75,9.77,85200.0,831803.0
2024-01-02 09:33:00,9.77,9.79,9.77,9.78,86600.0,845908.0
2024-01-02 09:34:00,9.8,9.81,9.78,9.78,98100.0,960846.0
2024-01-02 09:35:00,9.78,9.8,9.78,9.79,56600.0,553952.0
2024-01-02 09:36:00,9.79,9.79,9.78,9.78,25700.0,251544.0
2024-01-02 09:37:00,9.78,9.79,9.78,9.78,31300.0,306137.0
2024-01-02 09:38:00,9.78,9.81,9.78,9.8,112700.0,1103651.0
2024-01-02 09:39:00,9.79,9.8,9.78,9.79,56500.0,553147.0
2024-01-02 09:40:00,9.8,9.8,9.79,9.8,40400.0,395809.0
2024-01-02 09:41:00,9.8,9.8,9.79,9.79,45600.0,446832.0
2024-01-02 09:42:00,9.8,9.8,9.78,9.78,54000.0,528804.0
2024-01-02 09:43:00,9.78,9.79,9.78,9.78,53400.0,522559.0
2024-01-02 09:44:00,9.78,9.78,9.78,9.78,44900.0,439128.0
2024-01-02 09:45:00,9.78,9.78,9.77,9.77,35600.0,348035.0
2024-01-02 09:46:00,9.77,9.78,9.77,9.77,59700.0,583639.0
2024-01-02 09:47:00,9.78,9.78,9.77,9.77,49400.0,482787.0
2024-01-02 09:48:00,9.77,9.77,9.76,9.76,186200.0,1818165.0
2024-01-02 09:49:00,9.76,9.77,9.76,9.76,64500.0,629561.0
2024-01-02 09:50:00,9.76,9.77,9.76,9.76,24100.0,235293.0
2024-01-02 09:51:00,9.77,9.77,9.75,9.75,224400.0,2190179.0
2024-01-02 09:52:00,9.75,9.76,9.75,9.75,105700.0,1031181.0
2024-01-02 09:53:00,9.76,9.76,9.75,9.76,39300.0,383352.0
2024-01-02 09:54:00,9.76,9.76,9.74,9.74,145700.0,1420660.0
2024-01-02 09:55:00,9.75,9.75,9.73,9.74,134300.0,1307453.0
2024-01-02 09:56:00,9.75,9.75,9.73,9.73,57000.0,555151.0
2024-01-02 09:57:00,9.73,9.74,9.73,9.73,73000.0,710416.0
2024-01-02 09:58:00,9.73,9.74,9.72,9.74,38700.0,376656.0
2024-01-02 09:59:00,9.73,9.74,9.73,9.73,30300.0,294950.0
2024-01-02 10:00:00,9.73,9.74,9.73,9.73,77500.0,754798.0
2024-01-02 10:01:00,9.73,9.75,9.73,9.75,26800.0,261061.0
2024-01-02 10:02:00,9.75,9.75,9.74,9.74,37300.0,363335.0
2024-01-02 10:03:00,9.74,9.74,9.73,9.74,69400.0,675935.0
2024-01-02 10:04:00,9.74,9.75,9.74,9.74,61600.0,600343.0
2024-01-02 10:05:00,9.75,9.76,9.74,9.76,45100.0,439768.0
2024-01-02 10:06:00,9.75,9.76,9.75,9.76,25100.0,244800.0
2024-01-02 10:07:00,9.75,9.76,9.75,9.75,38500.0,375615.0
2024-01-02 10:08:00,9.76,9.78,9.76,9.78,55300.0,539999.0
2024-01-02 10:09:00,9.78,9.78,9.76,9.77,43400.0,424076.0
2024-01-02 10:10:00,9.78,9.78,9.77,9.77,18000.0,175946.0
2024-01-02 10:11:00,9.78,9.78,9.77,9.77,54300.0,530603.0
2024-01-02 10:12:00,9.77,9.78,9.76,9.77,28400.0,277539.0
2024-01-02 10:13:00,9.77,9.78,9.77,9.77,35000.0,341974.0
2024-01-02 10:14:00,9.77,9.78,9.76,9.76,65300.0,637399.0
