报告日,利率,涨跌
2018-06-12,4.352,-0.1
2018-06-13,4.351,-0.1
2018-06-14,4.351,0.0
2018-06-15,4.352,0.1
2018-06-19,4.346,-0.6
2018-06-20,4.334,-1.2
2018-06-21,4.329,-0.5
2018-06-22,4.305,-2.4
2018-06-25,4.272,-3.3
2018-06-26,4.261,-1.1
2018-06-27,4.242,-1.9
2018-06-28,4.192,-5.0
2018-06-29,4.155,-3.7
2018-07-02,4.104,-5.1
2018-07-03,3.9944,-10.96
2018-07-04,3.919,-7.54
2018-07-05,3.818,-10.1
2018-07-06,3.74,-7.8
2018-07-09,3.682,-5.8
2018-07-10,3.649,-3.3
2018-07-11,3.632,-1.7
2018-07-12,3.626,-0.6
2018-07-13,3.613,-1.3
2018-07-16,3.608,-0.5
2018-07-17,3.601,-0.7
2018-07-18,3.588,-1.3
2018-07-19,3.561,-2.7
2018-07-20,3.536,-2.5
2018-07-23,3.503,-3.3
2018-07-24,3.475,-2.8
2018-07-25,3.419,-5.6
2018-07-26,3.363,-5.6
2018-07-27,3.303,-6.0
2018-07-30,3.233,-7.0
2018-07-31,3.174,-5.9
2018-08-01,3.119,-5.5
2018-08-02,3.056,-6.3
2018-08-03,3.003,-5.3
2018-08-06,2.954,-4.9
2018-08-07,2.895,-5.9
2018-08-08,2.842,-5.3
2018-08-09,2.816,-2.6
2018-08-10,2.801,-1.5
2018-08-13,2.791,-1.0
2018-08-14,2.799,0.8
2018-08-15,2.807,0.8
2018-08-16,2.813,0.6
2018-08-17,2.817,0.4
2018-08-20,2.83,1.3
2018-08-21,2.856,2.6
2018-08-22,2.878,2.2
2018-08-23,2.887,0.9
2018-08-24,2.889,0.2
2018-08-27,2.895,0.6
2018-08-28,2.899,0.4
2018-08-29,2.897,-0.2
2018-08-30,2.894,-0.3
2018-08-31,2.894,0.0
2018-09-03,2.887,-0.7
2018-09-04,2.878,-0.9
2018-09-05,2.85,-2.8
2018-09-06,2.845,-0.5
2018-09-07,2.851,0.6
2018-09-10,2.842,-0.9
2018-09-11,2.848,0.6
2018-09-12,2.846,-0.2
2018-09-13,2.843,-0.3
2018-09-14,2.83,-1.3
2018-09-17,2.822,-0.8
2018-09-18,2.82,-0.2
2018-09-19,2.818,-0.2
2018-09-20,2.812,-0.6
2018-09-21,2.815,0.3
2018-09-25,2.827,1.2
2018-09-26,2.83,0.3
2018-09-27,2.838,0.8
2018-09-28,2.843,0.5
2018-09-29,2.846,0.3
2018-09-30,2.847,0.1
2018-10-08,2.836,-1.1
2018-10-09,2.816,-2.0
2018-10-10,2.81,-0.6
2018-10-11,2.801,-0.9
2018-10-12,2.8,-0.1
2018-10-15,2.801,0.1
2018-10-16,2.8,-0.1
2018-10-17,2.818,1.8
2018-10-18,2.832,1.4
2018-10-19,2.842,1.0
2018-10-22,2.871,2.9
2018-10-23,2.903,3.2
2018-10-24,2.924,2.1
2018-10-25,2.948,2.4
2018-10-26,2.952,0.4
2018-10-29,2.958,0.6
2018-10-30,2.957,-0.1
2018-10-31,2.963,0.6
2018-11-01,2.976,1.3
2018-11-02,2.981,0.5
2018-11-05,2.986,0.5
2018-11-06,2.991,0.5
2018-11-07,2.997,0.6
2018-11-08,3.0,0.3
2018-11-09,3.001,0.1
2018-11-12,3.001,0.0
2018-11-13,3.004,0.3
2018-11-14,3.008,0.4
2018-11-15,3.01,0.2
2018-11-16,3.023,1.3
2018-11-19,3.035,1.2
2018-11-20,3.053,1.8
2018-11-21,3.06,0.7
2018-11-22,3.064,0.4
2018-11-23,3.073,0.9
2018-11-26,3.085,1.2
2018-11-27,3.096,1.1
2018-11-28,3.104,0.8
2018-11-29,3.1094,0.54
2018-11-30,3.113,0.36
2018-12-03,3.117,0.4
2018-12-04,3.126,0.9
2018-12-05,3.133,0.7
2018-12-06,3.133,0.0
2018-12-07,3.136,0.3
2018-12-10,3.142,0.6
2018-12-11,3.145,0.3
2018-12-12,3.147,0.2
2018-12-13,3.149,0.2
2018-12-14,3.156,0.7
2018-12-17,3.164,0.8
2018-12-18,3.174,1.0
2018-12-19,3.181,0.7
2018-12-20,3.199,1.8
2018-12-21,3.209,1.0
2018-12-24,3.23,2.1
2018-12-25,3.273,4.3
2018-12-26,3.309,3.6
2018-12-27,3.339,3.0
2018-12-28,3.357,1.8
2018-12-29,3.346,-1.1
2019-01-02,3.285,-6.1
2019-01-03,3.246,-3.9
2019-01-04,3.215,-3.1
2019-01-07,3.141,-7.4
2019-01-08,3.093,-4.8
2019-01-09,3.065,-2.8
2019-01-10,3.031,-3.4
2019-01-11,3.007,-2.4
2019-01-14,2.984,-2.3
2019-01-15,2.962,-2.2
2019-01-16,2.942,-2.0
2019-01-17,2.93,-1.2
2019-01-18,2.918,-1.2
2019-01-21,2.915,-0.3
2019-01-22,2.914,-0.1
2019-01-23,2.909,-0.5
2019-01-24,2.904,-0.5
2019-01-25,2.902,-0.2
2019-01-28,2.901,-0.1
2019-01-29,2.9,-0.1
2019-01-30,2.901,0.1
2019-01-31,2.9,-0.1
2019-02-01,2.9,0.0
2019-02-02,2.9,0.0
2019-02-03,2.9,0.0
2019-02-11,2.898,-0.2
2019-02-12,2.872,-2.6
2019-02-13,2.852,-2.0
2019-02-14,2.83,-2.2
2019-02-15,2.802,-2.8
2019-02-18,2.797,-0.5
2019-02-19,2.778,-1.9
2019-02-20,2.759,-1.9
2019-02-21,2.749,-1.0
2019-02-22,2.749,0.0
2019-02-25,2.752,0.3
2019-02-26,2.756,0.4
2019-02-27,2.756,0.0
2019-02-28,2.751,-0.5
2019-03-01,2.75,-0.1
2019-03-04,2.75,0.0
2019-03-05,2.75,0.0
2019-03-06,2.75,0.0
2019-03-07,2.751,0.1
2019-03-08,2.755,0.4
2019-03-11,2.7565,0.15
2019-03-12,2.761,0.45
2019-03-13,2.768,0.7
2019-03-14,2.777,0.9
2019-03-15,2.799,2.2
2019-03-18,2.814,1.5
2019-03-19,2.823,0.9
2019-03-20,2.833,1.0
2019-03-21,2.838,0.5
2019-03-22,2.837,-0.1
2019-03-25,2.836,-0.1
2019-03-26,2.828,-0.8
2019-03-27,2.819,-0.9
2019-03-28,2.807,-1.2
2019-03-29,2.801,-0.6
2019-04-01,2.795,-0.6
2019-04-02,2.786,-0.9
2019-04-03,2.767,-1.9
2019-04-04,2.758,-0.9
2019-04-08,2.754,-0.4
2019-04-09,2.751,-0.3
2019-04-10,2.755,0.4
2019-04-11,2.76,0.5
2019-04-12,2.761,0.1
2019-04-15,2.768,0.7
2019-04-16,2.774,0.6
2019-04-17,2.787,1.3
2019-04-18,2.806,1.9
2019-04-19,2.817,1.1
2019-04-22,2.822,0.5
2019-04-23,2.833,1.1
2019-04-24,2.855,2.2
2019-04-25,2.88,2.5
2019-04-26,2.896,1.6
2019-04-28,2.909,1.3
2019-04-29,2.923,1.4
2019-04-30,2.93,0.7
2019-05-05,2.935,0.5
2019-05-06,2.934,-0.1
2019-05-07,2.922,-1.2
2019-05-08,2.91,-1.2
2019-05-09,2.903,-0.7
2019-05-10,2.895,-0.8
2019-05-13,2.889,-0.6
2019-05-14,2.891,0.2
2019-05-15,2.893,0.2
2019-05-16,2.896,0.3
2019-05-17,2.9,0.4
2019-05-20,2.9,0.0
2019-05-21,2.9,0.0
2019-05-22,2.903,0.3
2019-05-23,2.901,-0.2
2019-05-24,2.902,0.1
2019-05-27,2.904,0.2
2019-05-28,2.915,1.1
2019-05-29,2.917,0.2
2019-05-30,2.916,-0.1
2019-05-31,2.912,-0.4
2019-06-03,2.904,-0.8
2019-06-04,2.902,-0.2
2019-06-05,2.916,1.4
2019-06-06,2.924,0.8
2019-06-10,2.932,0.8
2019-06-11,2.94,0.8
2019-06-12,2.943,0.3
2019-06-13,2.944,0.1
2019-06-14,2.947,0.3
2019-06-17,2.947,0.0
2019-06-18,2.943,-0.4
2019-06-19,2.929,-1.4
2019-06-20,2.911,-1.8
2019-06-21,2.895,-1.6
2019-06-24,2.859,-3.6
2019-06-25,2.809,-5.0
2019-06-26,2.758,-5.1
2019-06-27,2.722,-3.6
2019-06-28,2.708,-1.4
2019-07-01,2.681,-2.7
2019-07-02,2.657,-2.4
2019-07-03,2.641,-1.6
2019-07-04,2.627,-1.4
2019-07-05,2.606,-2.1
2019-07-08,2.603,-0.3
2019-07-09,2.601,-0.2
2019-07-10,2.6,-0.1
2019-07-11,2.6,0.0
2019-07-12,2.6,0.0
2019-07-15,2.6,0.0
2019-07-16,2.609,0.9
2019-07-17,2.613,0.4
2019-07-18,2.623,1.0
2019-07-19,2.631,0.8
2019-07-22,2.628,-0.3
2019-07-23,2.628,0.0
2019-07-24,2.625,-0.3
2019-07-25,2.625,0.0
2019-07-26,2.629,0.4
2019-07-29,2.631,0.2
2019-07-30,2.636,0.5
2019-07-31,2.644,0.8
2019-08-01,2.646,0.2
2019-08-02,2.649,0.3
2019-08-05,2.646,-0.3
2019-08-06,2.635,-1.1
2019-08-07,2.623,-1.2
2019-08-08,2.618,-0.5
2019-08-09,2.618,0.0
2019-08-12,2.625,0.7
2019-08-13,2.644,1.9
2019-08-14,2.656,1.2
2019-08-15,2.661,0.5
2019-08-16,2.666,0.5
2019-08-19,2.669,0.3
2019-08-20,2.671,0.2
2019-08-21,2.674,0.3
2019-08-22,2.682,0.8
2019-08-23,2.69,0.8
2019-08-26,2.694,0.4
2019-08-27,2.7,0.6
2019-08-28,2.702,0.2
2019-08-29,2.7002,-0.18
2019-08-30,2.701,0.08
2019-09-02,2.7,-0.1
2019-09-03,2.701,0.1
2019-09-04,2.702,0.1
2019-09-05,2.704,0.2
2019-09-06,2.708,0.4
2019-09-09,2.707,-0.1
2019-09-10,2.707,0.0
2019-09-11,2.707,0.0
2019-09-12,2.709,0.2
2019-09-16,2.71,0.1
2019-09-17,2.708,-0.2
2019-09-18,2.706,-0.2
2019-09-19,2.709,0.3
2019-09-20,2.717,0.8
2019-09-23,2.725,0.8
2019-09-24,2.729,0.4
2019-09-25,2.729,0.0
2019-09-26,2.732,0.3
2019-09-27,2.726,-0.6
2019-09-29,2.727,0.1
2019-09-30,2.728,0.1
2019-10-08,2.724,-0.4
2019-10-09,2.72,-0.4
2019-10-10,2.718,-0.2
2019-10-11,2.718,0.0
2019-10-12,2.719,0.1
2019-10-14,2.722,0.3
2019-10-15,2.731,0.9
2019-10-16,2.732,0.1
2019-10-17,2.736,0.4
2019-10-18,2.746,1.0
2019-10-21,2.763,1.7
2019-10-22,2.793,3.0
2019-10-23,2.808,1.5
2019-10-24,2.824,1.6
2019-10-25,2.831,0.7
2019-10-28,2.84,0.9
2019-10-29,2.847,0.7
2019-10-30,2.864,1.7
2019-10-31,2.887,2.3
2019-11-01,2.897,1.0
2019-11-04,2.919,2.2
2019-11-05,2.933,1.4
2019-11-06,2.948,1.5
2019-11-07,2.953,0.5
2019-11-08,2.953,0.0
2019-11-11,2.955,0.2
2019-11-12,2.965,1.0
2019-11-13,2.981,1.6
2019-11-14,3.0,1.9
2019-11-15,3.02,2.0
2019-11-18,3.032,1.2
2019-11-19,3.033,0.1
2019-11-20,3.032,-0.1
2019-11-21,3.034,0.2
2019-11-22,3.037,0.3
2019-11-25,3.029,-0.8
2019-11-26,3.02,-0.9
2019-11-27,3.019,-0.1
2019-11-28,3.016,-0.3
2019-11-29,3.017,0.1
2019-12-02,3.017,0.0
2019-12-03,3.015,-0.2
2019-12-04,3.019,0.4
2019-12-05,3.022,0.3
2019-12-06,3.0245,0.25
2019-12-09,3.025,0.05
2019-12-10,3.028,0.3
2019-12-11,3.03,0.2
2019-12-12,3.0305,0.05
2019-12-13,3.0325,0.2
2019-12-16,3.0324,-0.01
2019-12-17,3.036,0.36
2019-12-18,3.04,0.4
2019-12-19,3.043,0.3
2019-12-20,3.041,-0.2
2019-12-23,3.04,-0.1
2019-12-24,3.0335,-0.65
2019-12-25,3.0325,-0.1
2019-12-26,3.0295,-0.3
2019-12-27,3.0255,-0.4
2019-12-30,3.021,-0.45
2019-12-31,3.02,-0.1
2020-01-02,2.994,-2.6
2020-01-03,2.96,-3.4
2020-01-06,2.92,-4.0
2020-01-07,2.899,-2.1
2020-01-08,2.881,-1.8
2020-01-09,2.867,-1.4
2020-01-10,2.864,-0.3
2020-01-13,2.858,-0.6
2020-01-14,2.862,0.4
2020-01-15,2.865,0.3
2020-01-16,2.868,0.3
2020-01-17,2.868,0.0
2020-01-19,2.863,-0.5
2020-01-20,2.86,-0.3
2020-01-21,2.859,-0.1
2020-01-22,2.858,-0.1
2020-01-23,2.858,0.0
2020-02-03,2.852,-0.6
2020-02-04,2.824,-2.8
2020-02-05,2.799,-2.5
2020-02-06,2.776,-2.3
2020-02-07,2.753,-2.3
2020-02-10,2.723,-3.0
2020-02-11,2.679,-4.4
2020-02-12,2.639,-4.0
2020-02-13,2.605,-3.4
2020-02-14,2.565,-4.0
2020-02-17,2.545,-2.0
2020-02-18,2.525,-2.0
2020-02-19,2.51,-1.5
2020-02-20,2.5,-1.0
2020-02-21,2.489,-1.1
2020-02-24,2.476,-1.3
2020-02-25,2.459,-1.7
2020-02-26,2.442,-1.7
2020-02-27,2.433,-0.9
2020-02-28,2.429,-0.4
2020-03-02,2.408,-2.1
2020-03-03,2.375,-3.3
2020-03-04,2.332,-4.3
2020-03-05,2.29,-4.2
2020-03-06,2.258,-3.2
2020-03-09,2.238,-2.0
2020-03-10,2.225,-1.3
2020-03-11,2.224,-0.1
2020-03-12,2.223,-0.1
2020-03-13,2.202,-2.1
2020-03-16,2.175,-2.7
2020-03-17,2.145,-3.0
2020-03-18,2.12,-2.5
2020-03-19,2.104,-1.6
2020-03-20,2.087,-1.7
2020-03-23,2.072,-1.5
2020-03-24,2.056,-1.6
2020-03-25,2.01,-4.6
2020-03-26,1.977,-3.3
2020-03-27,1.966,-1.1
2020-03-30,1.948,-1.8
2020-03-31,1.933,-1.5
2020-04-01,1.918,-1.5
2020-04-02,1.889,-2.9
2020-04-03,1.844,-4.5
2020-04-07,1.73,-11.4
2020-04-08,1.647,-8.3
2020-04-09,1.558,-8.9
2020-04-10,1.507,-5.1
2020-04-13,1.485,-2.2
2020-04-14,1.46,-2.5
2020-04-15,1.447,-1.3
2020-04-16,1.428,-1.9
2020-04-17,1.403,-2.5
2020-04-20,1.394,-0.9
2020-04-21,1.396,0.2
2020-04-22,1.391,-0.5
2020-04-23,1.396,0.5
2020-04-24,1.396,0.0
2020-04-26,1.397,0.1
2020-04-27,1.397,0.0
2020-04-28,1.398,0.1
2020-04-29,1.399,0.1
2020-04-30,1.4,0.1
2020-05-06,1.4,0.0
2020-05-07,1.4,0.0
2020-05-08,1.4,0.0
2020-05-09,1.399,-0.1
2020-05-11,1.398,-0.1
2020-05-12,1.398,0.0
2020-05-13,1.398,0.0
2020-05-14,1.399,0.1
2020-05-15,1.399,0.0
2020-05-18,1.398,-0.1
2020-05-19,1.399,0.1
2020-05-20,1.399,0.0
2020-05-21,1.4,0.1
2020-05-22,1.4,0.0
2020-05-25,1.4,0.0
2020-05-26,1.405,0.5
2020-05-27,1.415,1.0
2020-05-28,1.43,1.5
2020-05-29,1.453,2.3
2020-06-01,1.456,0.3
2020-06-02,1.462,0.6
2020-06-03,1.494,3.2
2020-06-04,1.536,4.2
2020-06-05,1.594,5.8
2020-06-08,1.658,6.4
2020-06-09,1.727,6.9
2020-06-10,1.816,8.9
2020-06-11,1.904,8.8
2020-06-12,1.956,5.2
2020-06-15,1.987,3.1
2020-06-16,2.019,3.2
2020-06-17,2.056,3.7
2020-06-18,2.078,2.2
2020-06-19,2.095,1.7
2020-06-22,2.097,0.2
2020-06-23,2.109,1.2
2020-06-24,2.121,1.2
2020-06-28,2.129,0.8
2020-06-29,2.127,-0.2
2020-06-30,2.126,-0.1
2020-07-01,2.122,-0.4
2020-07-02,2.113,-0.9
2020-07-03,2.105,-0.8
2020-07-06,2.104,-0.1
2020-07-07,2.103,-0.1
2020-07-08,2.111,0.8
2020-07-09,2.122,1.1
2020-07-10,2.143,2.1
2020-07-13,2.163,2.0
2020-07-14,2.192,2.9
2020-07-15,2.241,4.9
2020-07-16,2.286,4.5
2020-07-17,2.356,7.0
2020-07-20,2.404,4.8
2020-07-21,2.466,6.2
2020-07-22,2.501,3.5
2020-07-23,2.541,4.0
2020-07-24,2.557,1.6
2020-07-27,2.574,1.7
2020-07-28,2.578,0.4
2020-07-29,2.586,0.8
2020-07-30,2.59,0.4
2020-07-31,2.593,0.3
2020-08-03,2.595,0.2
2020-08-04,2.598,0.3
2020-08-05,2.6,0.2
2020-08-06,2.6,0.0
2020-08-07,2.603,0.3
2020-08-10,2.601,-0.2
2020-08-11,2.6,-0.1
2020-08-12,2.601,0.1
2020-08-13,2.601,0.0
2020-08-14,2.601,0.0
2020-08-17,2.602,0.1
2020-08-18,2.6,-0.2
2020-08-19,2.6,0.0
2020-08-20,2.601,0.1
2020-08-21,2.601,0.0
2020-08-24,2.604,0.3
2020-08-25,2.606,0.2
2020-08-26,2.612,0.6
2020-08-27,2.621,0.9
2020-08-28,2.63,0.9
2020-08-31,2.636,0.6
2020-09-01,2.64,0.4
2020-09-02,2.646,0.6
2020-09-03,2.654,0.8
2020-09-04,2.661,0.7
2020-09-07,2.676,1.5
2020-09-08,2.688,1.2
2020-09-09,2.693,0.5
2020-09-10,2.695,0.2
2020-09-11,2.697,0.2
2020-09-14,2.697,0.0
2020-09-15,2.696,-0.1
2020-09-16,2.688,-0.8
2020-09-17,2.686,-0.2
2020-09-18,2.679,-0.7
2020-09-21,2.673,-0.6
2020-09-22,2.67,-0.3
2020-09-23,2.67,0.0
2020-09-24,2.668,-0.2
2020-09-25,2.668,0.0
2020-09-27,2.671,0.3
2020-09-28,2.673,0.2
2020-09-29,2.684,1.1
2020-09-30,2.691,0.7
2020-10-09,2.708,1.7
2020-10-10,2.715,0.7
2020-10-12,2.722,0.7
2020-10-13,2.734,1.2
2020-10-14,2.757,2.3
2020-10-15,2.774,1.7
2020-10-16,2.786,1.2
2020-10-19,2.803,1.7
2020-10-20,2.829,2.6
2020-10-21,2.855,2.6
2020-10-22,2.877,2.2
2020-10-23,2.895,1.8
2020-10-26,2.913,1.8
2020-10-27,2.933,2.0
2020-10-28,2.952,1.9
2020-10-29,2.96,0.8
2020-10-30,2.972,1.2
2020-11-02,2.982,1.0
2020-11-03,2.989,0.7
2020-11-04,2.993,0.4
2020-11-05,2.996,0.3
2020-11-06,3.001,0.5
2020-11-09,3.001,0.0
2020-11-10,3.002,0.1
2020-11-11,3.002,0.0
2020-11-12,3.002,0.0
2020-11-13,3.003,0.1
2020-11-16,3.002,-0.1
2020-11-17,3.003,0.1
2020-11-18,3.009,0.6
2020-11-19,3.014,0.5
2020-11-20,3.021,0.7
2020-11-23,3.047,2.6
2020-11-24,3.069,2.2
2020-11-25,3.077,0.8
2020-11-26,3.113,3.6
2020-11-27,3.136,2.3
2020-11-30,3.123,-1.3
2020-12-01,3.109,-1.4
2020-12-02,3.103,-0.6
2020-12-03,3.089,-1.4
2020-12-04,3.083,-0.6
2020-12-07,3.076,-0.7
2020-12-08,3.073,-0.3
2020-12-09,3.05,-2.3
2020-12-10,3.024,-2.6
2020-12-11,3.016,-0.8
2020-12-14,3.0,-1.6
2020-12-15,2.983,-1.7
2020-12-16,2.952,-3.1
2020-12-17,2.905,-4.7
2020-12-18,2.855,-5.0
2020-12-21,2.818,-3.7
2020-12-22,2.796,-2.2
2020-12-23,2.787,-0.9
2020-12-24,2.776,-1.1
2020-12-25,2.766,-1.0
2020-12-28,2.761,-0.5
2020-12-29,2.757,-0.4
2020-12-30,2.755,-0.2
2020-12-31,2.756,0.1
2021-01-04,2.746,-1.0
2021-01-05,2.734,-1.2
2021-01-06,2.707,-2.7
2021-01-07,2.677,-3.0
2021-01-08,2.645,-3.2
2021-01-11,2.618,-2.7
2021-01-12,2.599,-1.9
2021-01-13,2.59,-0.9
2021-01-14,2.582,-0.8
2021-01-15,2.581,-0.1
2021-01-18,2.578,-0.3
2021-01-19,2.573,-0.5
2021-01-20,2.575,0.2
2021-01-21,2.578,0.3
2021-01-22,2.578,0.0
2021-01-25,2.579,0.1
2021-01-26,2.589,1.0
2021-01-27,2.619,3.0
2021-01-28,2.705,8.6
2021-01-29,2.765,6.0
2021-02-01,2.773,0.8
2021-02-02,2.775,0.2
2021-02-03,2.776,0.1
2021-02-04,2.776,0.0
2021-02-05,2.779,0.3
2021-02-07,2.78,0.1
2021-02-08,2.791,1.1
2021-02-09,2.808,1.7
2021-02-10,2.812,0.4
2021-02-18,2.815,0.3
2021-02-19,2.824,0.9
2021-02-20,2.832,0.8
2021-02-22,2.845,1.3
2021-02-23,2.848,0.3
2021-02-24,2.843,-0.5
2021-02-25,2.836,-0.7
2021-02-26,2.833,-0.3
2021-03-01,2.813,-2.0
2021-03-02,2.804,-0.9
2021-03-03,2.794,-1.0
2021-03-04,2.781,-1.3
2021-03-05,2.766,-1.5
2021-03-08,2.749,-1.7
2021-03-09,2.74,-0.9
2021-03-10,2.737,-0.3
2021-03-11,2.733,-0.4
2021-03-12,2.719,-1.4
2021-03-15,2.709,-1.0
2021-03-16,2.705,-0.4
2021-03-17,2.704,-0.1
2021-03-18,2.703,-0.1
2021-03-19,2.698,-0.5
2021-03-22,2.694,-0.4
2021-03-23,2.689,-0.5
2021-03-24,2.681,-0.8
2021-03-25,2.6685,-1.25
2021-03-26,2.65,-1.85
2021-03-29,2.642,-0.8
2021-03-30,2.639,-0.3
2021-03-31,2.635,-0.4
2021-04-01,2.635,0.0
2021-04-02,2.634,-0.1
2021-04-06,2.629,-0.5
2021-04-07,2.62,-0.9
2021-04-08,2.615,-0.5
2021-04-09,2.612,-0.3
2021-04-12,2.608,-0.4
2021-04-13,2.605,-0.3
2021-04-14,2.603,-0.2
2021-04-15,2.602,-0.1
2021-04-16,2.601,-0.1
2021-04-19,2.6,-0.1
2021-04-20,2.6,0.0
2021-04-21,2.6,0.0
2021-04-22,2.6,0.0
2021-04-23,2.6,0.0
2021-04-25,2.595,-0.5
2021-04-26,2.594,-0.1
2021-04-27,2.592,-0.2
2021-04-28,2.592,0.0
2021-04-29,2.585,-0.7
2021-04-30,2.58,-0.5
2021-05-06,2.576,-0.4
2021-05-07,2.569,-0.7
2021-05-08,2.556,-1.3
2021-05-10,2.542,-1.4
2021-05-11,2.536,-0.6
2021-05-12,2.532,-0.4
2021-05-13,2.525,-0.7
2021-05-14,2.521,-0.4
2021-05-17,2.514,-0.7
2021-05-18,2.51,-0.4
2021-05-19,2.505,-0.5
2021-05-20,2.497,-0.8
2021-05-21,2.489,-0.8
2021-05-24,2.49,0.1
2021-05-25,2.485,-0.5
2021-05-26,2.479,-0.6
2021-05-27,2.474,-0.5
2021-05-28,2.476,0.2
2021-05-31,2.479,0.3
2021-06-01,2.478,-0.1
2021-06-02,2.469,-0.9
2021-06-03,2.454,-1.5
2021-06-04,2.444,-1.0
2021-06-07,2.446,0.2
2021-06-08,2.443,-0.3
2021-06-09,2.442,-0.1
2021-06-10,2.435,-0.7
2021-06-11,2.434,-0.1
2021-06-15,2.434,0.0
2021-06-16,2.439,0.5
2021-06-17,2.441,0.2
2021-06-18,2.444,0.3
2021-06-21,2.449,0.5
2021-06-22,2.457,0.8
2021-06-23,2.457,0.0
2021-06-24,2.455,-0.2
2021-06-25,2.456,0.1
2021-06-28,2.457,0.1
2021-06-29,2.458,0.1
2021-06-30,2.458,0.0
2021-07-01,2.457,-0.1
2021-07-02,2.449,-0.8
2021-07-05,2.444,-0.5
2021-07-06,2.442,-0.2
2021-07-07,2.442,0.0
2021-07-08,2.435,-0.7
2021-07-09,2.435,0.0
2021-07-12,2.428,-0.7
2021-07-13,2.423,-0.5
2021-07-14,2.414,-0.9
2021-07-15,2.405,-0.9
2021-07-16,2.404,-0.1
2021-07-19,2.401,-0.3
2021-07-20,2.402,0.1
2021-07-21,2.402,0.0
2021-07-22,2.402,0.0
2021-07-23,2.402,0.0
2021-07-26,2.402,0.0
2021-07-27,2.401,-0.1
2021-07-28,2.401,0.0
2021-07-29,2.401,0.0
2021-07-30,2.401,0.0
2021-08-02,2.4,-0.1
2021-08-03,2.394,-0.6
2021-08-04,2.385,-0.9
2021-08-05,2.373,-1.2
2021-08-06,2.368,-0.5
2021-08-09,2.36,-0.8
2021-08-10,2.365,0.5
2021-08-11,2.363,-0.2
2021-08-12,2.36,-0.3
2021-08-13,2.359,-0.1
2021-08-16,2.355,-0.4
2021-08-17,2.355,0.0
2021-08-18,2.355,0.0
2021-08-19,2.354,-0.1
2021-08-20,2.353,-0.1
2021-08-23,2.353,0.0
2021-08-24,2.353,0.0
2021-08-25,2.354,0.1
2021-08-26,2.354,0.0
2021-08-27,2.354,0.0
2021-08-30,2.355,0.1
2021-08-31,2.357,0.2
2021-09-01,2.358,0.1
2021-09-02,2.356,-0.2
2021-09-03,2.356,0.0
2021-09-06,2.355,-0.1
2021-09-07,2.355,0.0
2021-09-08,2.357,0.2
2021-09-09,2.357,0.0
2021-09-10,2.357,0.0
2021-09-13,2.357,0.0
2021-09-14,2.361,0.4
2021-09-15,2.363,0.2
2021-09-16,2.365,0.2
2021-09-17,2.372,0.7
2021-09-18,2.378,0.6
2021-09-22,2.385,0.7
2021-09-23,2.39,0.5
2021-09-24,2.397,0.7
2021-09-26,2.404,0.7
2021-09-27,2.408,0.4
2021-09-28,2.417,0.9
2021-09-29,2.427,1.0
2021-09-30,2.431,0.4
2021-10-08,2.433,0.2
2021-10-09,2.425,-0.8
2021-10-11,2.423,-0.2
2021-10-12,2.423,0.0
2021-10-13,2.42,-0.3
2021-10-14,2.423,0.3
2021-10-15,2.4222,-0.08
2021-10-18,2.422,-0.02
2021-10-19,2.428,0.6
2021-10-20,2.431,0.3
2021-10-21,2.432,0.1
2021-10-22,2.434,0.2
2021-10-25,2.438,0.4
2021-10-26,2.443,0.5
2021-10-27,2.445,0.2
2021-10-28,2.448,0.3
2021-10-29,2.449,0.1
2021-11-01,2.449,0.0
2021-11-02,2.45,0.1
2021-11-03,2.452,0.2
2021-11-04,2.451,-0.1
2021-11-05,2.451,0.0
2021-11-08,2.452,0.1
2021-11-09,2.454,0.2
2021-11-10,2.454,0.0
2021-11-11,2.454,0.0
2021-11-12,2.454,0.0
2021-11-15,2.46,0.6
2021-11-16,2.463,0.3
2021-11-17,2.467,0.4
2021-11-18,2.473,0.6
2021-11-19,2.475,0.2
2021-11-22,2.477,0.2
2021-11-23,2.48,0.3
2021-11-24,2.482,0.2
2021-11-25,2.484,0.2
2021-11-26,2.486,0.2
2021-11-29,2.489,0.3
2021-11-30,2.492,0.3
2021-12-01,2.494,0.2
2021-12-02,2.496,0.2
2021-12-03,2.499,0.3
2021-12-06,2.492,-0.7
2021-12-07,2.488,-0.4
2021-12-08,2.489,0.1
2021-12-09,2.49,0.1
2021-12-10,2.492,0.2
2021-12-13,2.493,0.1
2021-12-14,2.493,0.0
2021-12-15,2.493,0.0
2021-12-16,2.491,-0.2
2021-12-17,2.492,0.1
2021-12-20,2.492,0.0
2021-12-21,2.493,0.1
2021-12-22,2.494,0.1
2021-12-23,2.496,0.2
2021-12-24,2.5,0.4
2021-12-27,2.5,0.0
2021-12-28,2.5,0.0
2021-12-29,2.5,0.0
2021-12-30,2.501,0.1
2021-12-31,2.5,-0.1
2022-01-04,2.5,0.0
2022-01-05,2.5,0.0
2022-01-06,2.5,0.0
2022-01-07,2.5,0.0
2022-01-10,2.5,0.0
2022-01-11,2.5,0.0
2022-01-12,2.5,0.0
2022-01-13,2.5,0.0
2022-01-14,2.5,0.0
2022-01-17,2.499,-0.1
2022-01-18,2.493,-0.6
2022-01-19,2.483,-1.0
2022-01-20,2.471,-1.2
2022-01-21,2.466,-0.5
2022-01-24,2.465,-0.1
