融资买入额,融资余额,融券卖出量,融券余量,融券余额,融资融券余额
103.11,2953.86,0.27,1.23,11.68,2965.55
76.71,2951.52,0.23,1.24,11.34,2962.87
72.77,2954.21,0.19,1.17,10.98,2965.2
110.36,2961.16,0.18,1.12,10.58,2971.74
99.8,2984.7,0.25,1.27,11.6,2996.3
116.06,2984.73,0.19,1.18,11.52,2996.26
159.56,2982.94,0.29,1.29,11.92,2994.86
163.28,2970.81,0.25,1.25,12.42,2983.24
180.31,2960.69,0.23,1.27,12.72,2973.41
143.95,2967.52,0.2,1.25,12.48,2980.01
143.34,2959.28,0.21,1.24,12.28,2971.57
174.04,2953.88,0.32,1.27,12.35,2966.24
120.3,2951.01,0.27,1.21,12.02,2963.04
84.57,2943.86,0.19,1.12,11.06,2954.92
95.42,2949.09,0.2,1.15,11.39,2960.48
118.14,2954.2,0.2,1.15,11.63,2965.84
108.75,2955.18,0.34,1.27,11.65,2966.84
142.93,2949.21,0.19,1.12,11.32,2960.54
156.86,2943.47,0.26,1.17,11.9,2955.37
138.97,2958.89,0.27,1.19,11.72,2970.62
101.6,2959.53,0.22,1.12,10.81,2970.35
102.46,2962.13,0.29,1.16,11.17,2973.3
83.96,2971.2,0.31,1.21,10.66,2981.86
93.79,2970.52,0.21,1.13,10.81,2981.33
97.11,2977.17,0.26,1.15,11.1,2988.27
99.2,2982.15,0.35,1.23,11.01,2993.17
121.73,2980.66,0.23,1.08,10.79,2991.45
152.16,2978.93,0.41,1.22,11.28,2990.21
95.45,2979.63,0.23,1.07,10.59,2990.23
67.3,2997.91,0.22,1.11,10.45,3008.36
83.54,3022.71,0.2,1.09,10.75,3033.46
71.93,3042.69,0.21,1.09,10.59,3053.28
72.7,3083.75,0.18,1.1,10.56,3094.31
92.9,3104.01,0.28,1.13,10.64,3114.65
113.52,3162.85,0.31,1.13,10.82,3173.67
77.55,3230.31,0.15,1.02,10.9,3241.22
73.77,3231.83,0.18,1.0,10.43,3242.26
109.62,3236.24,0.18,0.96,9.97,3246.21
84.41,3221.52,0.1,0.92,9.98,3231.51
95.69,3256.07,0.11,0.97,10.42,3266.49
107.23,3266.83,0.15,1.02,11.14,3277.98
91.34,3278.27,0.11,1.0,10.88,3289.16
117.7,3275.76,0.16,1.02,10.98,3286.75
79.94,3293.06,0.1,1.04,11.16,3304.22
112.5,3301.75,0.18,1.05,11.39,3313.15
92.59,3311.55,0.17,1.04,11.22,3322.78
69.0,3309.18,0.17,1.05,10.9,3320.09
82.68,3318.04,0.19,1.02,10.85,3328.89
99.96,3335.29,0.13,0.99,10.75,3346.05
78.06,3335.34,0.12,1.0,10.63,3345.97
74.65,3332.42,0.13,1.0,10.5,3342.92
86.03,3337.71,0.13,1.0,10.41,3348.13
100.07,3348.65,0.14,0.99,10.57,3359.22
92.93,3360.53,0.11,1.02,11.16,3371.7
93.19,3361.4,0.13,1.02,11.22,3372.62
105.13,3366.56,0.14,1.0,11.35,3377.92
86.64,3364.22,0.18,0.99,11.03,3375.25
80.39,3363.23,0.13,0.94,10.27,3373.5
93.11,3376.44,0.13,0.95,10.45,3386.9
98.06,3379.13,0.12,0.94,10.69,3389.83
105.6,3372.12,0.12,0.92,10.43,3382.56
122.51,3373.56,0.19,0.94,10.57,3384.14
84.15,3374.06,0.11,0.91,9.74,3383.8
97.51,3382.18,0.18,0.97,10.56,3392.75
207.01,4237.11,0.13,0.7,10.28,4247.4
227.39,4245.3,0.16,0.73,10.76,4256.07
238.88,4228.87,0.13,0.71,10.28,4239.16
226.12,4213.31,0.16,0.73,10.47,4223.78
252.95,4197.57,0.17,0.73,10.35,4207.92
215.9,4177.8,0.2,0.75,10.52,4188.32
212.19,4183.93,0.18,0.72,10.51,4194.44
246.0,4180.38,0.19,0.72,10.2,4190.59
193.18,4167.86,0.16,0.68,10.02,4177.88
145.78,4164.75,0.11,0.65,9.21,4173.97
183.73,4195.92,0.15,0.69,9.57,4205.49
188.61,4192.03,0.16,0.7,9.76,4201.8
154.92,4178.53,0.15,0.72,9.54,4188.08
177.06,4166.86,0.18,0.76,10.56,4177.43
158.85,4154.3,0.11,0.7,10.03,4164.34
182.41,4157.39,0.17,0.75,10.61,4168.01
165.97,4151.91,0.12,0.71,9.88,4161.8
151.84,4155.69,0.14,0.74,10.08,4165.77
159.2,4149.67,0.13,0.71,9.77,4159.45
181.61,4144.81,0.12,0.71,9.88,4154.69
187.38,4160.5,0.16,0.76,10.57,4171.08
170.38,4154.26,0.15,0.74,10.52,4164.78
186.46,4141.89,0.14,0.74,10.03,4151.92
188.78,4135.24,0.18,0.77,10.27,4145.52
165.05,4132.06,0.14,0.72,9.67,4141.73
150.8,4130.22,0.13,0.73,9.64,4139.87
187.95,4131.17,0.16,0.75,10.2,4141.38
190.45,4126.42,0.14,0.75,9.93,4136.35
178.68,4163.79,0.18,0.77,10.46,4174.25
178.34,4169.24,0.15,0.74,10.36,4179.6
181.95,4176.18,0.12,0.75,10.59,4186.78
216.35,4183.61,0.23,0.84,11.5,4195.12
186.5,4179.57,0.15,0.76,10.9,4190.47
201.04,4168.98,0.19,0.79,11.05,4180.04
198.81,4172.0,0.17,0.78,11.26,4183.27
267.74,4192.56,0.25,0.88,12.44,4205.01
289.28,4204.09,0.19,0.85,12.46,4216.55
295.02,4202.94,0.24,0.89,12.91,4215.86
244.39,4177.76,0.18,0.82,11.42,4189.18
273.53,4172.28,0.21,0.86,11.61,4183.89
248.18,4230.58,0.16,0.84,11.65,4242.24
262.44,4224.66,0.22,0.87,11.91,4236.58
318.83,4216.53,0.17,0.86,11.96,4228.5
330.4,4194.63,0.22,0.89,12.47,4207.11
288.6,4153.97,0.18,0.85,11.79,4165.76
249.68,4139.55,0.18,0.85,11.82,4151.37
297.04,4128.51,0.22,0.86,11.47,4139.98
255.74,4095.48,0.23,0.86,11.59,4107.07
237.98,4083.27,0.17,0.79,10.39,4093.67
221.67,4060.06,0.15,0.78,10.54,4070.61
218.51,4076.84,0.21,0.85,11.19,4088.03
214.77,4070.04,0.22,0.88,10.95,4080.99
201.24,4055.14,0.13,0.78,10.15,4065.29
259.29,4051.73,0.17,0.79,10.25,4061.99
210.73,4053.32,0.15,0.79,10.11,4063.43
251.81,4063.2,0.18,0.81,10.35,4073.56
217.83,4050.34,0.14,0.77,9.88,4060.22
185.35,4036.14,0.15,0.75,9.93,4046.08
184.72,4048.56,0.13,0.73,9.2,4057.77
170.23,4034.9,0.12,0.72,9.25,4044.15
207.35,4044.67,0.14,0.75,9.64,4054.31
207.37,4052.14,0.16,0.78,10.26,4062.41
188.34,4064.33,0.12,0.73,9.26,4073.59
280.94,4070.25,0.17,0.76,9.67,4079.92
231.08,4070.3,0.19,0.76,9.81,4080.11
232.9,4067.59,0.12,0.7,9.39,4076.99
286.1,4065.24,0.16,0.71,9.85,4075.09
277.71,4050.8,0.16,0.68,9.08,4059.88
325.1,4028.44,0.22,0.72,9.28,4037.73
212.05,3956.17,0.06,0.58,7.33,3963.51
221.17,4023.29,0.12,0.7,8.9,4032.19
213.22,4033.49,0.12,0.71,9.06,4042.55
201.74,4037.29,0.15,0.73,9.06,4046.36
219.75,4033.6,0.16,0.74,9.76,4043.37
227.71,4036.55,0.15,0.74,9.6,4046.16
270.19,4042.68,0.17,0.78,10.21,4052.89
281.46,4060.34,0.17,0.8,10.22,4070.57
274.87,4036.07,0.15,0.79,10.15,4046.23
255.63,4019.81,0.18,0.84,10.34,4030.15
278.88,4002.8,0.19,0.84,10.32,4013.12
289.07,4004.55,0.2,0.88,10.84,4015.4
274.38,3996.82,0.21,0.93,11.22,4008.04
395.07,3986.01,0.21,0.89,10.64,3996.66
296.25,3958.8,0.17,0.85,10.02,3968.82
258.21,3920.77,0.21,0.89,10.15,3930.92
310.01,3920.78,0.25,0.95,10.68,3931.47
300.83,3894.64,0.16,0.9,10.12,3904.77
260.79,3871.4,0.21,0.93,10.5,3881.91
292.53,3852.47,0.19,0.88,9.85,3862.33
272.48,3827.16,0.23,0.94,10.1,3837.26
233.66,3825.64,0.15,0.89,9.98,3835.62
225.78,3802.83,0.25,0.99,10.56,3813.4
237.98,3798.34,0.16,0.91,10.36,3808.71
294.23,3783.7,0.22,0.94,10.56,3794.26
195.49,3766.52,0.23,0.94,10.04,3776.56
164.46,3769.51,0.21,0.98,10.2,3779.72
185.64,3769.97,0.18,1.02,10.71,3780.69
213.76,3767.68,0.17,1.03,10.77,3778.46
214.52,3760.35,0.26,1.05,10.77,3771.13
125.11,3974.49,0.09,0.61,6.89,3981.38
116.66,3991.36,0.08,0.61,6.99,3998.36
127.26,3997.71,0.07,0.6,6.7,4004.42
123.57,4005.22,0.08,0.62,6.93,4012.16
128.02,4004.77,0.1,0.64,7.13,4011.9
131.74,4010.27,0.07,0.65,7.46,4017.73
158.54,4027.24,0.09,0.68,7.62,4034.86
152.95,4017.36,0.11,0.69,7.76,4025.13
154.75,4029.88,0.11,0.7,7.85,4037.74
239.99,4045.26,0.13,0.74,8.35,4053.62
179.95,4089.79,0.08,0.73,8.53,4098.33
180.62,4108.14,0.1,0.77,9.02,4117.17
180.39,4116.9,0.1,0.74,8.76,4125.67
176.79,4108.74,0.09,0.72,8.68,4117.43
214.51,4110.35,0.09,0.74,9.0,4119.35
253.91,4121.78,0.09,0.75,8.84,4130.63
237.33,4137.99,0.1,0.78,9.29,4147.29
257.29,4188.66,0.08,0.75,8.7,4197.36
282.21,4166.1,0.13,0.78,9.2,4175.31
289.43,4170.33,0.11,0.75,8.97,4179.3
278.95,4147.63,0.1,0.72,8.95,4156.59
274.38,4147.18,0.1,0.74,8.96,4156.14
297.54,4144.42,0.11,0.75,9.01,4153.43
274.74,4144.04,0.11,0.73,8.67,4152.72
229.79,4112.1,0.09,0.71,8.38,4120.48
211.0,4088.48,0.08,0.72,8.54,4097.03
221.69,4098.74,0.08,0.73,8.71,4107.46
266.82,4097.65,0.1,0.75,8.89,4106.55
268.07,4085.74,0.13,0.77,9.18,4094.93
327.53,4063.57,0.11,0.74,8.87,4072.44
308.54,4039.81,0.13,0.73,8.71,4048.52
257.35,4044.51,0.11,0.76,9.17,4053.68
261.67,4022.13,0.11,0.76,9.1,4031.23
202.88,4011.88,0.1,0.74,8.8,4020.68
205.62,4005.18,0.11,0.75,9.08,4014.26
200.42,3991.95,0.1,0.73,9.06,4001.02
266.48,4005.58,0.12,0.84,10.29,4015.88
211.57,3979.38,0.09,0.81,9.79,3989.18
187.79,3986.46,0.1,0.87,9.93,3996.4
163.91,3974.52,0.07,0.9,10.16,3984.68
187.8,3971.74,0.09,0.98,10.89,3982.64
189.18,4001.6,0.06,1.01,10.93,4012.54
223.37,3993.19,0.15,1.01,10.93,4004.12
219.68,3989.31,0.12,0.92,10.56,3999.88
236.17,3979.94,0.13,0.92,10.67,3990.62
198.97,3959.53,0.08,0.94,10.39,3969.93
188.66,3979.27,0.08,0.99,11.05,3990.33
212.3,3969.05,0.07,0.96,10.6,3979.66
217.52,3961.77,0.17,1.01,11.06,3972.84
193.1,3937.65,0.09,0.93,10.19,3947.84
179.22,3932.64,0.1,0.92,10.31,3942.96
187.47,3930.92,0.12,0.92,10.06,3940.99
193.25,3918.64,0.09,0.86,9.66,3928.3
208.31,3897.4,0.15,0.82,9.12,3906.53
234.68,3882.79,0.12,0.74,8.89,3891.68
114.0,3832.97,0.03,0.68,8.11,3841.09
143.16,3899.09,0.08,0.74,8.7,3907.79
126.47,3910.37,0.06,0.74,8.58,3918.96
154.41,3915.22,0.07,0.78,9.37,3924.59
181.3,3919.15,0.06,0.79,9.31,3928.47
166.23,3924.78,0.04,0.78,9.54,3934.32
190.15,3944.17,0.08,0.83,9.99,3954.16
158.5,3948.29,0.08,0.82,9.86,3958.15
145.01,3942.36,0.06,0.8,9.47,3951.84
151.53,3940.7,0.1,0.79,9.36,3950.06
163.12,3934.14,0.05,0.74,8.89,3943.04
188.43,3963.91,0.09,0.82,9.48,3973.39
250.79,3973.96,0.13,0.8,9.29,3983.25
227.04,3987.1,0.07,0.83,9.45,3996.55
223.19,4001.49,0.08,0.86,9.85,4011.35
260.94,3991.49,0.14,0.84,9.54,4001.03
278.21,3993.71,0.15,0.78,9.44,4003.15
177.48,3956.05,0.09,0.73,8.84,3964.89
192.02,3959.74,0.08,0.71,8.71,3968.45
209.16,3975.7,0.08,0.81,8.91,3984.62
209.2,3979.99,0.11,0.83,9.01,3989.0
192.05,3967.76,0.11,0.8,8.54,3976.3
194.46,3963.3,0.07,0.76,8.21,3971.51
216.35,3956.49,0.1,0.77,8.25,3964.74
226.33,3969.0,0.21,0.8,8.87,3977.87
199.69,3971.06,0.11,0.71,8.69,3979.75
207.99,3964.47,0.08,0.78,8.94,3973.41
244.31,3964.86,0.07,0.77,8.89,3973.76
254.34,3957.62,0.05,0.77,9.07,3966.7
316.19,3956.8,0.12,0.8,9.36,3966.16
307.07,3941.69,0.15,0.78,9.2,3950.9
347.29,3929.43,0.08,0.69,8.93,3938.36
404.29,3900.6,0.15,0.73,9.02,3909.63
201.37,3857.38,0.08,0.78,8.39,3865.77
215.32,3873.28,0.09,0.83,8.77,3882.06
232.91,3868.89,0.09,0.84,8.79,3877.69
233.73,3850.33,0.08,0.82,8.84,3859.18
206.5,3832.8,0.09,0.81,8.47,3841.27
178.73,3812.75,0.08,0.8,8.46,3821.22
202.07,3833.25,0.07,0.78,8.26,3841.52
157.64,3823.54,0.09,0.78,8.07,3831.62
134.5,3828.92,0.1,0.73,7.79,3836.71
187.19,3837.62,0.06,0.68,7.38,3845.01
192.81,3856.8,0.06,0.79,7.89,3864.7
274.02,4845.75,0.04,1.02,7.72,4853.47
301.16,4907.84,0.06,1.07,8.49,4916.34
346.51,4977.04,0.04,1.03,8.58,4985.63
324.31,4970.7,0.06,1.02,8.47,4979.17
394.18,4956.35,0.09,1.04,8.32,4964.68
359.73,5047.72,0.03,0.98,8.31,5056.03
403.47,5040.24,0.03,1.07,8.73,5048.98
561.09,5008.68,0.03,1.14,9.17,5017.86
488.54,4958.9,0.02,1.15,9.26,4968.17
513.45,4904.68,0.04,1.19,9.52,4914.2
498.82,4860.32,0.01,1.17,9.21,4869.54
537.13,4851.13,0.04,1.2,9.36,4860.49
416.31,4843.82,0.03,1.18,9.04,4852.87
422.74,4817.13,0.02,1.18,9.04,4826.17
380.56,4785.58,0.05,1.21,9.17,4794.75
314.21,4720.08,0.01,1.19,8.8,4728.89
368.41,4718.63,0.03,1.22,9.08,4727.72
344.45,4722.49,0.02,1.22,9.12,4731.61
354.88,4720.48,0.02,1.22,9.07,4729.55
352.5,4746.3,0.04,1.23,9.34,4755.65
371.46,4749.77,0.03,1.21,9.23,4759.01
406.76,4837.3,0.04,1.21,9.3,4846.6
406.37,4850.85,0.04,1.2,9.18,4860.03
416.01,4876.67,0.05,1.2,8.91,4885.59
475.44,4875.43,0.05,1.19,8.79,4884.23
530.92,4867.36,0.03,1.21,8.85,4876.21
562.13,4957.78,0.04,1.24,9.72,4967.5
551.71,4963.04,0.04,1.23,9.61,4972.66
433.53,4928.29,0.03,1.21,9.34,4937.64
538.43,4901.47,0.03,1.21,9.37,4910.85
682.9,4914.4,0.03,1.31,9.76,4924.16
542.89,4856.44,0.03,1.32,9.81,4866.25
543.64,4773.49,0.04,1.34,9.95,4783.44
777.14,4753.81,0.04,1.33,9.97,4763.79
534.26,4671.76,0.05,1.32,9.73,4681.49
647.66,4601.87,0.05,1.32,9.94,4611.81
744.21,4590.02,0.03,1.31,9.69,4599.71
684.83,4513.24,0.03,1.31,9.59,4522.84
725.84,4422.88,0.02,1.3,9.45,4432.33
792.27,4351.88,0.02,1.3,9.52,4361.4
677.12,4234.87,0.03,1.31,9.39,4244.26
750.25,4187.3,0.03,1.31,9.26,4196.57
586.25,4130.02,0.02,1.31,9.18,4139.21
329.44,4043.15,0.02,1.35,8.99,4052.14
400.15,4031.44,0.04,1.37,8.98,4040.42
462.82,4033.45,0.02,1.35,9.09,4042.54
431.47,4037.37,0.02,1.36,9.17,4046.54
500.49,3993.96,0.03,1.37,9.12,4003.08
547.95,3996.09,0.02,1.36,9.28,4005.37
617.19,3955.52,0.04,1.37,9.27,3964.79
597.3,3889.16,0.02,1.36,9.17,3898.33
509.0,3834.48,0.04,1.38,9.03,3843.51
591.05,3754.89,0.04,1.36,8.7,3763.6
500.29,3785.28,0.02,1.35,9.11,3794.4
524.67,3737.65,0.08,1.38,9.06,3746.72
494.7,3673.28,0.02,1.31,8.81,3682.1
431.05,3652.24,0.03,1.37,8.97,3661.21
369.15,3593.91,0.03,1.36,8.79,3602.71
371.74,3570.98,0.02,1.35,8.88,3579.87
458.92,3541.87,0.07,1.37,9.01,3550.89
296.45,3470.51,0.02,1.36,8.55,3479.07
322.44,3461.11,0.07,1.38,8.59,3469.71
159.74,3389.43,0.01,1.32,7.87,3397.3
199.03,3448.64,0.02,1.4,8.35,3457.0
210.2,3476.71,0.02,1.4,8.55,3485.27
245.38,3455.38,0.02,1.42,8.54,3463.92
259.83,3491.52,0.03,1.41,8.77,3500.3
264.6,3488.62,0.03,1.39,8.71,3497.34
315.98,3483.73,0.02,1.36,8.76,3492.5
270.85,3482.83,0.02,1.4,8.81,3491.64
220.42,3472.84,0.03,1.41,8.71,3481.55
313.93,3478.68,0.16,1.52,8.99,3487.68
251.29,3470.0,0.19,1.54,9.04,3479.05
181.81,3456.06,0.18,1.52,8.45,3464.51
230.69,3535.18,0.2,1.5,8.76,3543.95
214.24,3629.93,0.2,1.48,9.25,3639.19
256.66,3643.09,0.16,1.47,9.41,3652.5
386.07,3649.74,0.3,1.55,9.96,3659.71
225.94,3596.32,0.13,1.35,9.07,3605.4
283.67,3595.44,0.05,1.38,8.73,3604.17
206.65,3528.87,0.04,1.41,8.89,3537.77
210.03,3693.85,0.06,1.43,9.21,3703.07
271.11,3828.32,0.06,1.43,9.27,3837.6
344.72,3891.19,0.08,1.42,9.35,3900.55
265.08,3895.23,0.1,1.42,9.01,3904.25
305.65,4013.01,0.17,1.43,8.74,4021.75
200.81,4196.53,0.1,1.36,8.59,4205.12
199.2,4495.43,0.1,1.41,9.34,4504.78
323.67,4750.23,0.15,1.45,10.8,4761.04
395.02,4845.84,0.31,1.62,11.63,4857.47
453.49,4864.4,0.16,1.41,11.09,4875.5
589.7,4888.23,0.13,1.39,10.94,4899.18
521.61,4947.23,0.35,1.38,10.78,4958.01
510.53,4887.66,0.01,1.06,8.95,4896.62
437.35,4866.95,0.01,1.07,9.03,4875.99
421.36,4818.86,0.0,1.08,8.97,4827.84
555.88,4810.4,0.01,1.11,9.25,4819.66
527.04,4759.81,0.01,1.15,9.51,4769.33
367.23,4686.03,0.01,1.21,9.51,4695.55
236.7,3437.92,2.5,2.86,19.6,3457.52
233.42,3412.01,2.25,2.75,18.85,3430.86
226.34,3372.25,2.46,2.84,19.68,3391.94
243.31,3360.71,2.34,2.86,19.85,3380.57
292.36,3340.96,2.61,3.0,20.76,3361.72
283.16,3345.37,2.09,3.24,22.48,3367.85
308.05,3335.7,2.04,3.42,23.4,3359.1
370.65,3303.37,2.34,3.36,22.75,3326.12
382.77,3295.75,2.9,3.28,22.17,3317.92
268.44,3270.68,2.06,3.18,20.69,3291.37
272.79,3292.54,2.12,3.17,20.03,3312.57
348.08,3297.26,2.38,3.18,20.19,3317.45
286.14,3274.02,2.55,3.16,20.2,3294.22
213.69,3276.72,2.94,2.94,18.65,3295.37
213.61,3285.5,2.23,2.66,16.83,3302.33
242.42,3308.34,2.76,2.94,18.33,3326.68
364.97,3331.17,3.01,3.1,18.91,3350.09
353.68,3328.87,3.4,2.99,18.72,3347.6
340.59,3305.63,3.16,3.15,20.08,3325.72
430.66,3284.02,2.79,3.23,21.43,3305.46
384.53,3239.32,3.43,3.25,21.98,3261.31
355.88,3205.61,2.29,3.14,21.11,3226.73
329.36,3173.42,2.3,3.15,20.99,3194.42
378.99,3171.3,2.32,3.24,21.27,3192.57
391.57,3148.42,3.03,3.17,20.72,3169.14
605.06,3144.72,3.37,3.19,19.84,3164.56
508.53,3120.25,3.66,3.53,22.93,3143.19
544.07,3056.19,2.87,3.28,21.09,3077.28
512.21,3041.03,3.12,3.52,22.48,3063.51
503.18,2975.69,3.09,3.46,21.11,2996.81
343.48,2945.27,2.75,3.54,21.33,2966.61
358.72,2931.7,2.86,3.59,20.59,2952.3
378.49,2899.34,2.99,3.51,19.87,2919.21
337.34,2880.79,2.69,3.34,19.14,2899.93
334.2,2875.75,2.52,3.18,18.26,2894.02
324.69,2834.2,2.67,3.04,17.61,2851.82
349.54,2784.05,3.36,3.09,17.46,2801.51
196.57,2716.72,2.23,3.11,17.16,2733.89
153.19,2707.3,1.4,3.15,17.75,2725.05
170.96,2694.05,1.91,3.1,17.71,2711.77
148.62,2683.51,1.78,3.05,17.55,2701.06
170.43,2673.42,2.25,3.23,18.12,2691.55
160.68,2661.81,1.99,3.23,17.75,2679.57
225.17,2656.76,2.64,3.45,18.57,2675.33
171.42,2649.19,2.37,3.32,18.59,2667.79
280.73,2643.28,2.58,3.17,17.63,2660.92
223.1,2635.99,2.7,3.32,18.52,2654.51
250.19,2622.33,2.52,3.11,17.57,2639.91
183.83,2619.77,1.72,3.09,17.62,2637.4
209.87,2605.94,2.19,3.18,17.9,2623.85
224.91,2582.9,2.15,3.18,17.56,2600.47
213.55,2556.58,2.66,3.06,17.18,2573.76
225.0,2532.59,2.63,2.9,16.45,2549.05
221.37,2533.95,2.28,2.73,16.06,2550.02
239.7,2518.3,2.4,2.45,15.04,2533.34
165.57,2513.06,2.15,2.19,13.83,2526.89
128.85,2529.16,1.83,1.99,12.48,2541.64
125.68,2513.32,1.28,2.08,12.67,2526.0
160.45,2503.7,2.01,2.28,13.29,2517.0
153.29,2478.33,1.59,2.64,14.89,2493.23
159.82,2463.65,1.13,2.71,15.79,2479.45
154.58,2452.2,2.32,2.92,16.62,2468.83
187.57,2439.31,1.78,2.73,15.55,2454.87
210.55,2440.07,2.08,2.93,16.44,2456.51
210.55,2437.08,2.17,2.85,16.36,2453.44
209.09,2410.97,1.94,2.83,16.19,2427.16
212.02,2387.18,1.96,2.77,15.8,2402.98
235.71,2352.4,1.82,2.88,16.0,2368.4
269.82,2327.33,1.6,2.84,15.88,2343.22
248.01,2282.08,1.81,2.75,15.4,2297.48
168.12,2211.83,0.91,2.3,13.18,2225.01
191.85,2263.68,1.34,2.47,14.11,2277.79
184.7,2272.06,1.43,2.46,13.9,2285.97
243.52,2256.81,1.55,2.48,14.1,2270.91
226.62,2216.5,2.01,2.64,14.73,2231.24
162.11,2164.33,1.72,2.64,14.87,2179.2
171.25,2133.81,1.11,2.44,14.14,2147.96
138.17,2096.64,1.06,2.77,15.38,2112.02
142.48,2093.95,1.66,2.79,15.56,2109.51
159.57,2081.99,1.58,2.67,15.16,2097.15
235.4,2067.78,2.26,2.66,14.76,2082.55
203.66,2054.22,2.23,2.8,15.7,2069.93
163.44,2017.9,2.34,2.78,15.54,2033.44
228.74,2006.27,2.08,2.84,15.81,2022.09
181.28,1978.04,1.87,2.88,15.96,1994.0
191.12,1949.52,1.98,2.94,16.08,1965.6
196.4,1922.3,1.8,2.9,15.92,1938.22
195.99,1915.99,1.55,2.84,15.71,1931.71
189.33,1891.82,2.04,2.78,15.28,1907.1
172.64,1889.88,1.65,2.6,14.33,1904.22
139.77,1891.48,1.87,2.38,13.21,1904.7
98.27,1870.66,1.11,2.32,12.74,1883.4
126.1,1861.79,2.31,3.38,12.91,1874.7
121.04,1832.63,2.31,3.83,13.89,1846.52
151.85,1816.87,2.14,3.92,14.51,1831.38
156.22,1797.5,1.82,4.07,15.29,1812.8
153.09,1775.95,1.75,4.21,15.75,1791.71
163.4,1767.9,1.69,4.29,15.86,1783.76
164.11,1747.87,1.81,4.62,16.33,1764.2
61.42,1201.37,0.75,1.81,9.85,1211.22
52.1,1197.87,0.87,1.86,9.86,1207.74
56.64,1193.34,0.82,1.89,10.17,1203.51
58.43,1190.12,0.91,1.95,11.23,1201.36
57.47,1187.69,0.83,2.06,11.34,1199.04
56.85,1185.31,1.14,1.93,10.92,1196.23
50.39,1182.68,1.2,1.91,10.59,1193.27
55.33,1182.83,1.02,1.79,10.32,1193.16
76.71,1180.33,1.55,2.36,11.43,1191.77
71.89,1175.77,1.03,2.04,11.42,1187.2
50.72,1169.99,0.68,1.84,10.85,1180.84
61.08,1164.07,0.89,1.84,10.63,1174.7
66.61,1159.81,0.65,1.92,10.58,1170.39
61.86,1160.98,0.77,2.01,10.74,1171.72
55.75,1154.91,1.44,2.24,11.15,1166.06
60.65,1154.81,0.66,1.9,10.42,1165.23
53.83,1142.48,1.39,2.27,11.0,1153.48
57.53,1142.26,1.3,2.31,10.86,1153.12
50.55,1135.99,0.91,2.05,10.88,1146.87
47.02,1129.01,1.2,2.14,10.78,1139.79
43.21,1126.07,0.87,1.91,10.24,1136.32
46.74,1125.76,1.08,2.17,10.35,1136.12
49.18,1126.42,0.86,2.16,11.11,1137.54
43.59,1123.91,0.9,2.26,11.44,1135.36
49.37,1123.72,1.1,2.58,11.59,1135.31
60.7,1119.63,0.94,2.24,11.29,1130.92
52.2,1118.4,0.78,2.24,11.72,1130.12
57.99,1119.37,0.9,2.27,12.27,1131.64
60.43,1114.92,0.76,2.13,11.99,1126.92
66.47,1113.45,1.3,2.73,12.97,1126.42
65.46,1107.59,0.88,2.43,12.87,1120.46
62.4,1099.48,0.66,2.28,12.73,1112.22
72.13,1099.26,0.85,2.55,13.16,1112.43
83.73,1096.31,1.51,2.82,13.73,1110.05
65.2,1092.9,1.48,2.51,12.99,1105.9
101.42,1090.56,1.8,2.56,12.28,1102.84
74.28,1091.22,0.61,2.12,12.3,1103.52
86.15,1090.75,1.59,2.71,12.86,1103.62
78.92,1086.92,1.19,2.44,12.59,1099.51
58.66,1081.01,0.8,2.31,12.59,1093.6
62.04,1075.52,1.31,2.85,13.05,1088.58
63.96,1068.34,0.9,2.4,12.55,1080.9
79.23,1068.99,1.11,2.59,12.73,1081.73
65.58,1060.87,0.87,2.63,13.05,1073.93
72.75,1052.53,1.16,2.78,12.9,1065.43
81.48,1045.38,1.8,2.78,12.81,1058.2
72.18,1039.17,1.48,2.54,12.17,1051.35
49.59,1038.97,1.38,2.53,12.51,1051.48
44.25,1039.54,1.55,2.92,12.52,1052.07
44.94,1043.74,1.51,2.67,12.69,1056.43
39.61,1045.99,1.48,2.58,12.09,1058.08
44.5,1046.24,1.32,2.43,11.37,1057.61
49.05,1049.6,1.29,2.48,11.63,1061.24
59.84,1049.86,1.45,2.64,12.01,1061.88
55.47,1048.99,1.28,2.44,12.27,1061.26
44.56,1045.63,0.84,2.35,12.26,1057.89
45.22,1043.66,1.0,2.24,12.11,1055.77
57.73,1052.19,1.2,2.35,12.19,1064.39
61.91,1051.36,1.42,2.33,12.33,1063.7
78.25,1048.62,1.81,2.09,11.47,1060.09
55.15,1056.61,1.2,2.05,11.19,1067.8
69.53,1057.84,1.31,1.96,11.14,1068.99
58.73,1060.58,1.14,2.35,12.33,1072.91
90.04,1057.81,2.04,2.95,12.99,1070.8
102.88,1057.22,1.15,2.37,12.65,1069.87
91.25,1053.96,1.48,2.58,13.23,1067.2
64.18,1041.7,1.02,2.34,12.48,1054.19
74.44,1040.94,1.17,2.33,12.37,1053.31
85.08,1042.09,1.17,2.25,12.18,1054.27
91.97,1038.62,1.02,2.48,12.62,1051.25
95.48,1028.32,0.94,2.6,13.14,1041.46
89.63,1015.7,1.16,2.52,12.78,1028.48
94.72,1008.38,1.43,2.68,12.82,1021.2
83.01,993.89,0.79,2.55,12.53,1006.43
93.24,978.34,1.67,2.66,12.73,991.07
59.75,957.05,0.48,1.96,11.0,968.06
62.06,964.85,0.81,2.16,11.49,976.34
