date,hfq_factor,hfq_one_point
2022-07-08,4.090413706409,1.0016954430642406
2021-07-15,4.0834903809647,1.0025386866743273
2018-06-06,4.0731499295161,1.0018726591760212
2015-07-09,4.0655365651619,1.0015552099533538
2014-06-13,4.0592236201849,1.003767897513189
2010-05-12,4.0439862942833,1.3015494636471812
2008-06-03,3.107055403758,1.0999999999999928
2006-09-04,2.8245958215982,1.8942490000000491
2006-08-25,1.4911428337025,1.4600000000000157
2002-05-24,1.0213307080154,1.0089659294679822
2001-05-24,1.0122549019608,1.0122549019608
1999-11-05,1.0,1.0
1900-01-01,1.0,1.0
