date,hfq_factor
2023-06-06,13.6667352679407000
2022-07-06,13.6147213840346000
2021-06-29,13.0981736892474000
2020-07-15,13.0541708661032000
2019-07-19,12.9611482708578000
2018-07-03,12.7053361339330000
2012-07-17,12.4750279260672000
2011-06-03,12.3976394153596000
2010-06-29,6.1988197076798000
2008-04-29,6.1623202785865000
2006-07-12,3.0754373307136000
2006-01-10,2.6063028226386000
2005-06-29,2.0048483251066000
2003-06-19,1.3205587770163000
2002-08-15,1.0000000000000000
1900-01-01,1.0000000000000000
