date,hfq_factor
2023-07-21,7.3783320733160990
2022-07-22,7.3593727617787010
2020-06-30,7.3419747174246000
2019-07-05,7.3163631777127005
2018-06-15,7.2890760423180000
2017-06-28,7.2665788940392000
2016-07-12,7.2551654193365000
2015-06-26,7.2346416133412000
2014-05-27,7.2240491658839010
2013-06-24,7.1455268923417000
2012-08-16,7.0791186498478000
2011-06-22,7.0279442981622000
2010-05-18,6.9676703333409000
2009-06-04,6.8916593842499000
2008-05-16,6.8877269109921000
2007-05-29,4.3048293193701000
2006-06-16,2.8615110585955000
2006-02-10,2.8434002291108000
2005-05-16,2.1872309454698000
2003-03-31,2.1762673818334000
1998-09-15,1.6681779661017000
1997-05-29,1.1121186440678000
1997-01-30,1.0000000000000000
1900-01-01,1.0000000000000000
