date,hfq_factor,hfq_one_point
2023-07-11,1.4679408125276,1.010176507790464
2022-06-13,1.4531527918209,1.0066113559761725
2021-06-18,1.4436085815977,1.4058875398494248
2020-06-18,1.0268307675252,1.0044240537440208
2019-07-17,1.0223080218934,1.0053859964093494
2018-06-19,1.0168313717761,1.003141831238739
2017-07-11,1.0136466650189,1.0027472527473156
2016-09-09,1.0108695508681,1.002872187649531
2015-07-17,1.0079744590757,1.0024383635871843
2014-07-04,1.0055226293103,1.0055226293103
2014-01-22,1.0,1.0
1900-01-01,1.0,1.0
