date,hfq_factor
2023-06-29,8.5602876212959000
2022-06-23,8.5258259158962000
2021-06-24,8.4994061126570000
2020-06-22,8.4723176417318000
2019-06-20,8.4124073225210000
2018-06-19,8.3573162464075010
2017-06-16,8.3086939410725000
2016-06-16,8.2858678588168000
2015-06-16,8.2378059802854000
2014-06-19,8.2194589736478000
2013-06-27,8.2063008216088990
2010-05-14,8.1176798624122000
2009-05-18,8.0707180780842000
2008-06-26,3.6685082173110000
2007-06-22,3.6465147627708000
2006-05-09,3.6318063295553000
2005-05-17,2.9054450636443000
2003-07-16,1.8159031647777000
2002-06-21,1.7886782297735000
2001-05-28,1.7570720045092000
1999-10-27,1.7281727939087000
1999-07-14,1.1355061349693000
1997-06-26,1.0000000000000000
1900-01-01,1.0000000000000000
