date,hfq_factor,hfq_one_point
2023-06-09,2.5466040192993,1.0026357406431265
2022-06-30,2.5399094766618,1.0040650406504188
2021-07-08,2.5296264423433,1.0040192926044949
2020-07-10,2.5194998352883,1.0034129692832714
2019-04-15,2.5109301079574,1.3040000000000254
2018-06-08,1.9255598987403,1.0018903591682338
2017-06-06,1.9219267668559,1.0043327556325952
2016-06-15,1.9136354520722,1.0024009603841353
2015-06-10,1.9090518941032,1.000472366556472
2014-04-29,1.9081505475998,1.0024844720496617
2013-06-14,1.9034215499602,1.0029940119760397
2012-04-25,1.8977396945872,1.1095965103599055
2011-06-22,1.7102971006746,1.004629629629612
2010-06-28,1.7024155472153,1.0041390728476964
2009-06-30,1.695398170681,1.0195035460992496
2008-04-22,1.6629644665463,1.0057887120115794
2007-07-16,1.6533934480338,1.0062972292191725
2006-08-07,1.6430468056806,1.5137600000000273
2006-07-17,1.0854077302086,1.0100628930817417
2005-07-21,1.0745942036312,1.0154241645244453
2004-07-08,1.0582712537026,1.0090439276485856
2003-05-20,1.0487861080228,1.0179372197308698
2002-05-31,1.0303052955467,1.0130047912388835
2001-05-31,1.017078403239,1.0101325019486262
2000-05-31,1.0068762278978,1.0068762278978
1999-10-14,1.0,1.0
1900-01-01,1.0,1.0
