date,hfq_factor,hfq_one_point
2018-08-28,5616.52192125158,1.0044351682755026
2017-08-01,5591.721694586311,1.0118717408188176
2016-07-25,5526.117065055527,1.0086629001883234
2015-08-18,5478.656014832873,1.0010373443983402
2014-07-09,5472.978651086932,1.0032145727297084
2013-07-09,5455.441736851138,1.0090452261306528
2012-07-02,5406.538374668211,1.2039221259059256
2011-05-05,4490.770838354604,1.003683241252303
2009-06-12,4474.290945369813,1.0999999999999996
2007-06-26,4067.537223063468,1.0999999999999996
2005-07-18,3697.761111875881,1.2183206106870232
2002-08-26,3035.1297346850893,1.011472275334608
2001-09-05,3000.704822760495,1.6999999999999988
2001-06-11,1765.120483976763,1.3000000000000005
2001-02-12,1357.7849876744324,1.2274171584203357
1999-06-04,1106.2131389965884,1.4000000000000006
1998-10-07,790.15224214042,1.3000000000000005
1997-08-01,607.809417031092,1.2999999999999994
1995-05-15,467.54570540853257,1.2000000000000008
1994-04-11,389.62142117377687,4.168232890704801
1993-03-22,93.47400478572979,1.8694800957145958
1992-12-10,50.0,10.0
1991-08-26,5.0,5.0
1990-12-19,1.0,1.0
1900-01-01,1.0,1.0
