date,hfq_factor,hfq_one_point
2023-06-07,6.0638327933919,1.00295420974888
2020-07-10,6.0459717247811,1.0017921146953486
2019-07-11,6.0351560329657,1.0021344717182528
2017-11-23,6.0223016005206,1.0027662517289007
2015-03-26,6.0056883547261,1.002169197396958
2014-06-30,5.992689029283,1.003184713375801
2006-04-18,5.9736646196662,1.9000000000000192
2000-09-07,3.1440340103506,1.7039849976558612
1999-06-08,1.8451066263352,1.7079865771812863
1999-01-19,1.0802816901408,1.0802816901408
1997-06-11,1.0,1.0
1900-01-01,1.0,1.0
