date,hfq_factor
2022-07-15,12.6913547542544000
2021-07-09,12.6815425634644000
2020-07-09,12.6394744744788000
2018-07-05,12.6151989153088000
2017-05-26,12.5228925817822000
2016-05-11,12.4818787414488000
2015-06-02,8.8848416653071020
2014-07-04,8.8733414527132000
2013-07-03,8.8330746391902000
2012-06-12,8.6928671052348000
2011-04-27,7.1638660549067000
2010-06-04,7.1093879860480000
2009-04-23,6.3920571303129000
2008-05-08,5.7375207618061000
2007-04-19,4.7243135516360000
2006-05-19,2.6024623793204000
2006-04-21,2.0331737338441000
2005-05-18,1.3334878928387000
2004-04-27,1.0000000000000000
1900-01-01,1.0000000000000000
