date,hfq_factor
2023-07-26,2.8561628425088000
2022-07-18,2.8327516716686000
2021-07-12,2.8107923563843000
2020-07-23,2.7894984748966000
2019-06-19,2.7768826526483000
2018-07-10,2.1259280459640000
2017-06-22,2.1200117341477000
2012-07-16,2.1146104303665000
2006-10-31,2.1057626879800000
2004-06-15,1.2386839341059000
2003-12-24,1.2230043906362000
2002-07-01,1.2017347490599000
2001-07-06,1.1907600024932000
2000-07-11,1.1814753241111000
1998-08-24,1.1747432709823000
1998-05-29,1.1330399383871000
1997-05-06,1.0163934426230000
1997-02-26,1.0000000000000000
1900-01-01,1.0000000000000000
