date,hfq_factor,hfq_one_point
2022-06-30,5.5983782226529,1.0230352303523111
2021-06-22,5.472322024262,1.0194730813287445
2020-06-23,5.3677945249222,1.012382864792504
2019-05-23,5.3021388563529,1.019703725010793
2018-06-13,5.1996856795799,1.012836970474959
2017-06-28,5.1337834529693,1.0056100981767258
2016-06-29,5.1051430989778,1.0009560229445607
2015-07-07,5.1002671265814,1.0014409221902025
2014-05-27,5.0929286127302,1.00233644859813
2012-11-02,5.0810569842623,1.0797992471769025
2012-10-11,4.7055570723415,2.009216883800294
2011-08-16,2.3419856314572,1.0066465256797537
2009-06-05,2.3265223409734,1.001834717070783
2008-07-24,2.3222616478852,1.0027718897766256
2007-08-23,2.3158423880455,1.0010228832555967
2007-01-08,2.3134759722113,1.2500000000000269
1999-07-07,1.850780777769,1.1
1998-07-21,1.68252797979,1.2162162162162162
1997-07-28,1.383411894494,1.012106537530275
1996-06-04,1.3668639053254,1.0999999999999275
1995-07-19,1.2426035502959,1.0355029585799167
1994-04-18,1.2,1.2
1993-07-28,1.0,1.0
1900-01-01,1.0,1.0
