date,hfq_factor,hfq_one_point
2020-08-14,1.3433410557227,1.023715415019808
2019-08-12,1.3122211857059,1.0200668896321166
2018-08-03,1.2864069984461,1.0194647201946507
2017-08-14,1.2618455283087,1.0159999999999414
2016-07-25,1.2419739451858,1.019851116625324
2015-07-27,1.2177992698537,1.0085324232081654
2014-07-28,1.2074963995504,1.031128404669295
2013-07-16,1.1710436780545,1.0343347639484695
2012-07-12,1.132170858866,1.0343642611684674
2011-06-23,1.0945572090697,1.0231362467866032
2010-07-13,1.0698059153973,1.0220994475138192
2009-07-09,1.046674976686,1.0156249999999847
2008-07-17,1.030572284737,1.0198511166253466
2007-07-19,1.0105124835742,1.0105124835742
2006-12-22,1.0,1.0
1900-01-01,1.0,1.0
