date,hfq_factor,hfq_one_point
2023-04-28,7.887353478644,1.0061607537182866
2022-06-09,7.8390589669654,1.0046016681046852
2021-05-19,7.8031514538044,1.0015977631316155
2020-06-09,7.790703754576,2.00300543984615
2019-05-24,3.8895070375717,1.002672903441355
2018-05-03,3.8791384749924,1.0039366204113638
2017-05-10,3.8639276585039,1.0073059360730643
2016-04-27,3.8359027978801,1.14760829398483
2016-04-12,3.3425192358629,1.0075728890571496
2015-04-28,3.3173969567509,1.0039613373474903
2014-06-27,3.3043074801223,1.0049566294919696
2013-06-26,3.2880100326247,1.0022810218977893
2007-01-19,3.2805270785223,1.1500000000000017
2001-08-27,2.8526322421933,1.0038880248833495
1999-07-12,2.8415840925334,1.0074850299401485
1998-11-05,2.820472769409,1.1192352259559524
1997-05-20,2.52,1.4
1997-03-10,1.8,1.8
1996-12-18,1.0,1.0
1900-01-01,1.0,1.0
