date,hfq_factor,hfq_one_point
2021-07-14,12.689801803231902,1.0016112147455765
2020-07-16,12.6693886973453,1.0012800455127255
2019-06-18,12.6531920356584,1.0019371502367629
2018-06-27,12.6287282916582,1.0021121802393813
2017-05-26,12.6021103631746,1.8233402489626642
2016-06-17,6.9115516812313,1.0017158544955342
2015-10-19,6.8997127780432,2.499999999999982
2015-04-28,2.7598851112173,1.0023584905660337
2014-05-30,2.7533912638968,1.0199441563621885
2013-05-27,2.6995509967107,1.0344827586206937
2012-05-30,2.609565963487,1.026972353337832
2011-04-21,2.5410284463895,2.5410284463895
2010-04-30,1.0,1.0
1900-01-01,1.0,1.0
