date,hfq_factor,hfq_one_point
2021-07-09,3.2186544995181,1.0031446540880509
2020-07-20,3.2085646735008,1.0035971223021702
2019-07-08,3.1970644416961,1.0039630118890288
2017-12-15,3.1844444504789,1.0055658627086996
2017-07-07,3.1668183741848,1.004261363636391
2016-12-08,3.1533806724555,1.003685503685476
2016-06-08,3.1418015512593,1.0039318479685673
2015-11-13,3.1294968454449,1.003424657534242
2015-06-29,3.1188159688393,1.002373417721512
2014-10-14,3.1114312427884,1.0032644178454748
2014-06-06,3.1013072799594,1.0032751091703285
2013-10-16,3.0911833171303,1.0022396416573183
2013-06-24,3.0842756449133,1.0079295154185037
2012-09-25,3.0600112386159,1.0138888888888822
2012-05-17,3.0180932764431,1.0042060988433201
2011-06-10,3.0054520480601,1.002828854314021
2010-08-03,2.9969740451036,2.0373831775700646
2009-06-12,1.4709918478261,1.0020380434782696
2006-07-20,1.468,1.468
2000-09-26,1.0,1.0
1900-01-01,1.0,1.0
