date,hfq_factor
2023-06-29,9.4655234238499000
2022-06-23,9.3455041074021000
2021-06-18,7.0767999803638000
2020-06-29,7.0160444860269000
2019-06-28,6.9402772669553000
2018-06-21,6.8268122435174000
2017-06-29,6.7486290736280000
2016-06-29,6.6855577738745000
2015-06-25,5.0947378728090000
2014-05-26,5.0768339584401000
2013-06-03,5.0178308351232000
2011-04-22,4.9806892301260000
2010-05-19,4.9700239426953000
2006-03-06,4.9634280250541000
2001-05-11,3.7040507649657000
2000-12-18,2.4644966299443000
2000-05-16,2.2216856331838000
1999-05-25,1.4811237554558000
1998-05-08,1.2342697962132000
1997-06-24,1.0285581635110000
1996-07-23,1.0171928799363000
1995-05-22,1.0090361445783000
1994-03-24,1.0000000000000000
1900-01-01,1.0000000000000000
