date,hfq_factor,hfq_one_point
2023-05-19,6.8325607047225,1.01888574126535
2022-05-27,6.7059145378138,1.022471910112358
2021-06-04,6.558531800719,1.022471910112366
2020-05-29,6.4143882446592,1.1786343549536713
2019-05-28,5.4422206664011,1.7196186653286167
2018-10-09,3.1647834349141,1.7000000000000484
2018-05-02,1.8616373146553,1.7503703703703095
2017-05-11,1.0635676575475,1.0418994413408358
2016-06-01,1.0207968402198,1.0135648399348212
2015-06-02,1.0071352122726,1.0071352122726
2015-03-20,1.0,1.0
1900-01-01,1.0,1.0
