date,hfq_factor,hfq_one_point
2023-06-06,2.9746846043194,1.005212858384002
2022-06-01,2.95925840931,1.006811989100814
2021-05-24,2.9392363632389,1.0036057692307803
2009-06-15,2.9286762325925,1.0054644808743192
2006-09-11,2.9127595139371,1.4099999999999946
2006-07-19,2.0657868893171,1.0061274509803637
2005-08-24,2.053205970381,1.0116731517509823
2004-07-09,2.0295151322612,1.5253283302064136
1997-08-06,1.3305431309904,1.2
1995-07-21,1.108785942492,1.108785942492
1994-08-15,1.0,1.0
1900-01-01,1.0,1.0
