date,hfq_factor
2023-05-18,5.5039137411240000
2022-05-06,5.4361387794908000
2021-06-10,5.3930405535195000
2020-06-11,5.3302577764122000
2019-09-26,5.2828355542021000
2017-06-08,5.2366468280452000
2016-06-07,5.1860289764560000
2015-04-27,5.1566899116646000
2014-07-18,2.5647782893980000
2013-05-29,2.5617231633833000
2012-06-27,2.5551037236846000
2011-06-17,2.5170057556376000
2010-06-04,2.4810485305571000
2002-03-19,2.4694548458348000
2001-02-27,1.8292258117295000
2000-11-21,1.4030688294608000
1998-06-02,1.0000000000000000
1900-01-01,1.0000000000000000
