date,hfq_factor,hfq_one_point
2023-09-28,2.3472509723734,1.0283085633404339
2023-05-12,2.282632913946,1.0507462686566984
2022-09-29,2.1723921198066,1.0312500000000178
2022-05-13,2.10656205557,1.068027210884316
2021-05-07,1.9723861284637,1.0428571428571762
2020-06-09,1.8913291642802,1.0125313283208108
2019-11-19,1.8679216251183,1.0169348010160533
2019-05-06,1.8368155197875,1.7345809601302487
2018-10-22,1.0589390532971,1.023584905660401
2018-05-02,1.03453953594,1.0219538968166026
2017-05-16,1.012315270936,1.012315270936
2016-11-09,1.0,1.0
1900-01-01,1.0,1.0
