date,hfq_factor
2022-05-25,6.5063600068277000
2021-06-09,6.3337422923609000
2019-05-28,5.9655014614096000
2018-04-24,5.7153756139711000
2017-05-25,5.5148361187440000
2016-06-01,5.3702794708084000
2014-07-08,5.2927087673412000
2013-07-01,5.2598282118727000
2010-03-22,5.1881534039541000
2007-07-12,3.4464426033394000
2006-07-04,2.8649249735510000
2005-07-05,2.0463749811079000
1996-06-06,1.9960954975426000
1995-05-16,1.5354580750327000
1994-10-10,1.4503911456680000
1994-05-30,1.3176630434783000
1993-10-25,1.0000000000000000
1900-01-01,1.0000000000000000
