date,hfq_factor,hfq_one_point
2021-06-02,6.2600656287029,1.00515495288141
2020-06-02,6.2279607843125,1.0028602073650303
2019-06-06,6.2101983293127,1.501638150709842
2018-05-25,4.135615711666,1.0016930693540216
2017-05-17,4.1286256620833,1.001930324478365
2016-06-02,4.1206714291563,1.0022271714921933
2015-09-21,4.111514381536,2.0
2015-06-11,2.055757190768,1.0015241320914317
2014-07-17,2.052628713474,1.0056537102473573
2013-06-13,2.0410889877482,2.014598540145967
2012-07-06,1.0131492439185,1.0131492439185
2012-02-16,1.0,1.0
1900-01-01,1.0,1.0
