date,hfq_factor
2023-07-25,2.0885349440412000
2022-08-08,2.0608176581984000
2021-07-30,1.9815554405754000
2020-12-11,1.9319881980149000
2020-07-20,1.9035141088669000
2019-08-27,1.5788611657693000
2018-08-17,1.5535226035953000
2017-07-21,1.5133192512509000
2016-09-29,1.4975171883511000
2016-06-17,1.4838630943899000
2015-10-12,1.4603986779805000
2015-05-21,1.4182428398532000
2014-11-05,1.4070904851778000
2013-07-22,1.3898262635072000
2012-08-02,1.3714162514346000
2011-07-14,1.3525435507268000
2010-07-13,1.0235737859500000
2009-11-17,1.0000000000000000
1900-01-01,1.0000000000000000
