date,hfq_factor,hfq_one_point
2023-06-06,5.9775381323942,1.0006309486926919
2022-06-14,5.9737689906591,1.0044404863640475
2021-06-04,5.9473598204742,1.0035335689045985
2020-08-11,5.9264184126556,1.0034022272095564
2019-05-24,5.9063237572602,1.00495867768595
2018-05-16,5.8771807124053,1.004616805170817
2017-05-26,5.8501716098667,1.5037612838515377
2016-05-25,3.8903592429796,1.5040066777963563
2015-05-27,2.5866635437282,1.3010754467240007
2014-05-29,1.9880965014298,1.005841121495354
2013-06-21,1.9765512255794,1.3052208835340984
2012-05-23,1.5143423235978,1.0055286800276884
2011-05-13,1.5060160427807,1.5060160427807
2010-08-27,1.0,1.0
1900-01-01,1.0,1.0
