date,hfq_factor
2023-06-16,8.8449965773807020
2022-06-29,8.6728229798820990
2018-06-27,8.5187763905414000
2017-06-20,8.4769493378873000
2014-06-26,8.4269083146412990
2011-05-06,8.3782915359029000
2007-07-04,7.6013648840948990
2006-06-01,7.5419792209379000
2006-05-11,5.8015224776445000
2005-06-22,4.2040017953946000
2004-05-20,4.1471909603217000
2003-06-12,2.3039949779565000
2002-07-16,2.2675104969120000
2002-05-14,2.2387518271951000
2001-06-20,2.1718494482972000
2000-07-07,2.1571747898628000
1999-09-15,2.1272417446750000
1999-03-16,1.9800000000000000
1998-04-21,1.1000000000000000
1997-04-08,1.0000000000000000
1900-01-01,1.0000000000000000
