date,hfq_factor,hfq_one_point
2022-08-30,2.1534140777385,1.0024559053359952
2019-08-08,2.1481384530492,1.0049652432969634
2016-08-02,2.1375251207712,1.0010691375623602
2014-06-27,2.1352422530737,1.0022766078542862
2013-05-29,2.1303921854915,1.1019834114677245
2010-04-26,1.9332343511905,1.101879271070593
2009-06-11,1.7544883563443,1.0032701111837785
2005-12-13,1.7487696850394,1.5000000000000426
1997-07-18,1.1658464566929,1.149999999999936
1995-05-23,1.0137795275591,1.0137795275591
1994-01-28,1.0,1.0
1900-01-01,1.0,1.0
