date,hfq_factor,hfq_one_point
2008-06-18,3.6089752494093,1.0058139534883714
2007-06-20,3.5881141208,1.005242463958064
2006-09-27,3.5694016612391,1.3199999999999896
2006-06-16,2.7040921676054,1.0112359550561991
2005-06-20,2.6740466990764,1.022875816993465
2004-07-20,2.6142437377552,1.0112540192925903
2003-07-17,2.5851504052206,1.013831258644532
2002-05-22,2.549882323294,1.0164609053498104
2001-03-29,2.5085886824309,1.611136890951297
2000-12-15,1.5570301297922,1.007142857142819
1999-06-04,1.5459873629143,1.0152284263959295
1998-05-15,1.5227975524706,1.500000000000049
1997-04-25,1.0151983683137,1.0151983683137
1996-07-01,1.0,1.0
1900-01-01,1.0,1.0
