date,hfq_factor,hfq_one_point
2023-06-08,7.9931645984094,1.0059084194977812
2022-06-16,7.9462150266126,1.0113798008534813
2021-06-08,7.856806137424301,1.0106079741197145
2020-06-30,7.7743361804244,1.008221993833499
2019-06-04,7.710936904743101,1.0087241003271512
2018-06-20,7.644247720702099,1.0250347705146043
2017-05-22,7.457549675963101,1.0048655569782414
2016-06-17,7.421440235636,1.011165387299373
2015-05-19,7.3394919652632,1.008603832616343
2014-05-20,7.2768828829694,2.0274725274725487
2013-05-31,3.5891400669388,1.0136612021857665
2012-05-16,3.5407689070071,1.0125156445556982
2006-06-13,3.497001677007,1.5
2004-07-08,2.331334451338,1.0077951002227301
2003-07-03,2.3133020301674,1.0038639876352278
2002-07-11,2.3043978653092,1.000575043128253
1996-06-28,2.3030734987199,1.099999999999976
1995-05-15,2.0937031806545,1.0183374083129781
1994-06-13,2.0560014427075,1.2167130919219884
1993-07-05,1.6897997205403,1.6897997205403
1993-03-04,1.0,1.0
1900-01-01,1.0,1.0
