date,hfq_factor
2023-05-26,5.2672064487872000
2022-05-25,4.9923000579319000
2021-06-09,4.7646200775368000
2020-07-08,4.6526869512047000
2019-07-18,4.4697383257124000
2018-06-13,4.3689376728850000
2017-06-02,3.3351165217419000
2016-06-24,2.5535639677932000
2015-06-05,2.5401945229357000
2014-06-13,2.5334655308219000
2013-07-09,2.5240193506175000
2008-06-13,2.4960987825797000
2005-07-19,1.9200759865998000
2004-07-23,1.9105706599335000
2003-05-21,1.9090156648223000
2002-04-25,1.9057071454725000
2001-04-19,1.0022019991757000
2000-05-11,1.0012578616352000
1999-07-07,1.0000000000000000
1900-01-01,1.0000000000000000
