date,hfq_factor,hfq_one_point
2018-06-11,11.5346077019432,1.0045662100456594
2014-06-06,11.4821776669344,1.0078947368421027
2013-06-18,11.3922389384728,1.0067681895093117
2010-04-07,11.3156524582141,1.4063396226415086
2007-10-15,8.0461733965513,1.3032114624505868
2006-01-13,6.1741118984797,1.3300000000000167
2004-10-29,4.6421893973531,1.4105900151285746
2001-07-12,3.2909558040009,1.0029342723004782
2000-04-27,3.2813274956217,1.6999999999999584
1999-11-01,1.9301926444834,1.0723292469352224
1998-04-13,1.8,1.8
1996-09-19,1.0,1.0
1900-01-01,1.0,1.0
