date,hfq_factor,hfq_one_point
2023-06-28,6.2761079275207,1.0043668122270697
2022-06-29,6.2488205017489,1.0063694267515904
2021-07-07,6.2092710049024,1.002906976744197
2020-06-12,6.1912731179316,1.0031499878846548
2019-07-12,6.1718319221507,1.0020576131687273
2018-06-29,6.1591587559861,1.001132502831248
2017-06-14,6.1521913818278,1.0015279899986205
2016-04-13,6.1428052368624,1.501419110690618
2015-04-30,4.0913327885089,2.0111193476649554
2014-05-28,2.0343560382228,1.5009487666033925
2013-05-21,1.3553800659209,1.3080098582871493
2012-05-22,1.0362154821186,1.0362154821186
2012-01-10,1.0,1.0
1900-01-01,1.0,1.0
