date,hfq_factor,hfq_one_point
2021-08-23,2.6577061873563,1.0099206349206413
2018-08-16,2.6315990538852,1.009310986964606
2016-07-11,2.6073223098457,1.005319148936151
2014-08-19,2.593526953709,1.0039318479685493
2011-06-08,2.5833695374412,1.009940357852884
2008-08-21,2.5579426719152,1.018018018018011
2007-08-21,2.5126693502884,1.0121359223301079
2006-12-22,2.4825414204288,1.3399999999999774
2006-09-05,1.8526428510663,1.0201207243461137
2005-08-26,1.8161015719525,1.0276752767527526
2004-06-11,1.7671939892249,1.0187734668335173
2003-06-18,1.7346289894235,1.0124069478908666
2002-05-23,1.7133712812197,1.7086382113820648
2001-06-19,1.0027700831025,1.0027700831025
2000-12-11,1.0,1.0
1900-01-01,1.0,1.0
