date,hfq_factor,hfq_one_point
2023-06-30,4.4935313324826,1.0148745189587396
2022-06-30,4.4276718437004,1.0148745961541743
2021-06-25,4.3627772933512,1.0073128848494688
2020-06-16,4.3311044254171,1.0056802044873732
2019-06-21,4.30664181923,1.0074374577417085
2018-06-22,4.2748478192223,1.0036627923744772
2017-06-16,4.2592470814912,1.0047269920895117
2016-06-23,4.2392083770272,2.0088544548976697
2015-06-09,2.1102615805201,1.0030434782608424
2014-05-26,2.1038585328116,1.0060606060606048
2013-05-13,2.0911846862284,1.0166204986149476
2012-04-23,2.0569963807315,1.013015184381785
2011-04-27,2.0305681617071,1.0105574324324547
2010-05-18,2.0093545369504,2.0093545369504
2009-10-30,1.0,1.0
1900-01-01,1.0,1.0
