date,hfq_factor
2018-07-17,12.9893514996210000
2017-08-09,12.9635789768043010
2016-06-08,12.9094638512054000
2015-06-10,12.8513712638750000
2014-06-17,12.8204785444907010
2013-05-07,12.7780266287804000
2012-08-17,12.7489195066192000
2011-06-21,12.7073243369402000
2010-08-23,12.6625802371622000
2009-06-10,12.5838083538828000
2008-06-18,12.5333722482561000
2006-02-27,12.4843179537423000
2005-03-21,9.6033215028787020
2004-04-23,4.7828307092769000
2003-09-29,2.3802255769095000
2003-07-18,2.3402377872174000
2002-06-25,2.3239635327861000
2000-08-25,2.3083349952422000
2000-03-13,2.2793721973094000
1998-07-17,2.0000000000000000
1997-07-29,1.0000000000000000
1900-01-01,1.0000000000000000
