date,hfq_factor,hfq_one_point
2023-06-16,13.1933622862881,1.002498750624685
2022-06-28,13.1604775348268,1.003061849357015
2021-06-09,13.1203051369793,1.0034879665155179
2020-06-23,13.0747010176294,1.0010062386798184
2018-08-01,13.0615579727785,1.0023398654577305
2017-07-07,13.0310670291596,1.0012531328320848
2016-05-24,13.0147578088477,1.6026755852842698
2015-06-03,8.1206439583587,2.0014587892049494
2014-07-17,4.0573625608272,2.0
2012-04-23,2.0286812804136,1.0076804915514843
2011-04-29,2.0132187706543,2.0132187706543
2010-11-05,1.0,1.0
1900-01-01,1.0,1.0
