date,hfq_factor,hfq_one_point
2023-05-24,4.9949139389095,1.0050709939147968
2022-04-26,4.9697125567758,1.0064020486555725
2021-06-09,4.9380986092136,1.0054956692342851
2020-06-03,4.9111087797863,1.0048875855327486
2019-05-29,4.8872220639313,1.00644329896908
2018-06-25,4.8559338304874,1.2077220077220032
2009-06-23,4.0207380501798,1.0038910505836454
2008-06-13,4.0051537941714,1.2057142857142984
2007-06-25,3.3218100188625,1.006417112299461
2006-06-23,3.3006295086466,1.0100806451613058
2006-05-22,3.2676890943886,1.2999999999999683
2005-06-17,2.5136069956836,1.6280701754385718
2004-05-20,1.5439180900212,1.0106883283454988
2003-07-15,1.5275906990522,1.0088370448921469
2002-05-24,1.5142095611839,1.0071022727273093
2001-10-12,1.5035310734463,1.5
2001-06-04,1.0023540489642,1.0023540489642
2001-01-18,1.0,1.0
1900-01-01,1.0,1.0
