date,hfq_factor,hfq_one_point
2023-08-15,1.5950963132524,1.0028581457152448
2022-08-18,1.5905502887597,1.004040651402034
2021-08-05,1.5841492936951,1.0038318311835257
2020-08-20,1.5781022721977,1.0017432296397877
2019-08-20,1.5753560648123,1.000766018433868
2018-08-20,1.5741502367133,1.0022596399154753
2016-08-23,1.5706012434523,1.0042380689146968
2015-08-25,1.5639730180212,1.508601676224101
2014-07-02,1.0367037520041,1.0190039318479789
2013-08-16,1.0173697270471,1.0173697270471
2012-07-06,1.0,1.0
1900-01-01,1.0,1.0
