date,hfq_factor,hfq_one_point
2023-06-12,2.0743165850919,1.011884424552583
2022-11-28,2.049954060721,1.0057736720554362
2021-07-08,2.0381862417731,1.0142959256612019
2020-11-05,2.0094591629602,1.016181229773423
2020-06-11,1.9774614055883,1.2456794822992225
2019-10-11,1.587456029972,1.0077821011673205
2019-05-31,1.5751976822502,1.0128567755206705
2018-05-31,1.5552027891016,1.0168025988072038
2017-05-26,1.5295031611111,1.242283298097287
2016-11-10,1.231203191296,1.0148456057007071
2016-06-01,1.2131926121372,1.2131926121372
2015-11-02,1.0,1.0
1900-01-01,1.0,1.0
