date,hfq_factor,hfq_one_point
2014-07-10,8.139947272212,1.004878048780493
2012-07-06,8.100432965065298,1.4999999999999905
2011-04-25,5.4002886433769,1.0084865629420197
2009-08-21,5.3548444191689,1.0144230769230649
2007-06-25,5.2787091904604,1.2096540627514172
2006-04-24,4.3638171879105,1.534965034965029
2005-11-07,2.8429424048802,1.2
2005-11-04,2.3691186707335,1.3000000000000056
2005-05-23,1.8223989774873,1.0428265524625058
2004-06-11,1.7475571303626,1.0335570469798563
2003-06-13,1.6908182624937,1.021709633649953
2002-06-13,1.6548911812189,1.0307219662058262
2001-06-26,1.6055650655343,1.0245398773006325
2000-07-07,1.567108417258,1.0280112044817638
1999-07-09,1.5244079154254,1.0275779376498977
1998-10-29,1.4834961510674,1.425373134328328
1998-06-04,1.0407774044138,1.0213903743316013
1997-05-06,1.018981018981,1.018981018981
1996-11-15,1.0,1.0
1900-01-01,1.0,1.0
