date,hfq_factor,hfq_one_point
2018-05-04,32.4840035347384,1.2540054005400525
2017-03-06,25.9041974785346,2.2485115766262447
2016-04-13,11.5205977802446,1.0210210210210242
2015-09-23,11.283409002416,2.5
2015-06-08,4.5133636009664,1.0148054145516099
2014-07-21,4.4475162787347,1.0131233595800566
2013-06-24,4.3899059642433,1.0073260073259935
2001-06-25,4.3579793754125,1.3075787019044023
1998-06-05,3.3328620059851,1.09999999999998
1998-02-18,3.0298745508956,1.0999999999999965
1997-07-24,2.7544314099051,1.2176491453130258
1997-05-06,2.2620895522388,1.1999999999999789
1996-03-11,1.8850746268657,1.4000000000000443
1994-03-07,1.3464818763326,1.3464818763326
1994-01-28,1.0,1.0
1900-01-01,1.0,1.0
