date,hfq_factor
2023-07-27,5.9749409962616000
2021-07-27,5.9595944012369000
2018-08-03,5.9460190153571000
2015-07-06,5.9362714432008000
2012-06-29,5.9321432989427000
2009-06-15,5.9120343386073000
2008-05-26,5.8210799641672000
2007-06-11,5.5868312734562000
2007-03-19,5.5300801657123000
2006-07-27,4.4960001347254000
2005-06-16,4.4502780994571000
2001-04-06,4.2957545543370000
1998-07-20,2.8638363695580000
1996-07-29,2.3643918078911000
1995-06-27,2.2210953346856000
1994-01-24,1.4807302231237000
1993-12-15,1.0000000000000000
1900-01-01,1.0000000000000000
