date,hfq_factor
2023-06-02,30.9436341706318030
2022-05-23,30.4137774211347000
2021-05-31,29.5059034682650000
2020-06-22,29.1030924994150020
2019-05-30,28.9538458712129020
2018-06-15,28.5963909839139000
2015-09-24,28.3657749275921000
2015-06-02,11.2656489996787010
2014-05-29,5.6161888693023000
2013-05-14,5.5568211222695000
2012-06-06,5.5205020299671000
2011-06-24,5.4942389375315000
2010-05-25,5.4698634320411000
2009-05-13,5.4362234355341000
2008-05-15,5.4019038431381000
2007-05-25,5.3402030568087000
2006-07-07,5.2609676711712000
2005-10-27,5.0790321897474000
2005-05-23,4.0632257517979000
2004-10-15,3.9915217679426000
2004-07-07,2.6541843925779000
2003-04-18,2.6274015026427000
2002-06-06,2.5986080615178000
2001-05-11,2.5570303325335000
2000-12-06,2.5309913271106000
2000-06-08,2.1735323485360000
1999-05-19,2.1273851649153000
1998-02-27,2.0768934284062000
1997-09-11,2.0000000000000000
1996-11-20,1.0000000000000000
1900-01-01,1.0000000000000000
