date,hfq_factor
2019-07-15,12.0387983551468000
2018-07-16,11.8678866940161000
2017-07-14,11.8024628423402000
2016-06-27,11.7286359271462000
2015-06-10,11.6047200694902000
2014-07-30,11.5868940786000000
2013-06-28,5.7723799591571000
2012-06-12,5.7309117123241000
2011-07-08,3.8052824660250000
2010-06-25,3.7983938301343000
2009-07-07,3.7861691143592000
2009-07-06,3.7376285326062000
2008-07-01,3.3866512222717000
2007-07-11,2.1101919650074000
2006-08-23,2.0917569740493000
2006-03-14,2.0629448945169000
2006-03-13,1.5868806880899000
2005-05-27,1.0579204587266000
2004-07-26,1.0392732120981000
2003-08-11,1.0265659413825000
2002-08-22,1.0228864935639000
2001-07-19,1.0093143596378000
2000-12-11,1.0000000000000000
1900-01-01,1.0000000000000000
