date,hfq_factor
2023-05-08,7.4471187108992000
2022-05-05,7.0735174377772000
2021-05-26,6.7500334086105000
2020-04-27,6.5410540461149000
2019-05-30,6.4736204992477000
2018-06-07,6.4225667098215000
2017-05-25,6.3782731463054000
2016-05-23,6.3488801824976000
2015-05-13,2.5358283896075000
2014-04-16,2.5325856423063000
2013-05-24,2.5088278032602000
2012-05-08,2.4811975411098000
2011-04-22,2.4567763054689000
2010-04-26,2.4269248315264000
2008-05-13,2.3956902777101000
2007-03-23,2.3771764424883000
2006-09-21,2.3604121516385000
2006-08-07,1.3113400842436000
2006-04-18,1.0927834035364000
2005-04-04,1.0483742086176000
2004-05-27,1.0196078431373000
2003-03-06,1.0000000000000000
1900-01-01,1.0000000000000000
