date,hfq_factor,hfq_one_point
2023-07-04,3.6568164188515,1.3458553791887202
2022-07-08,2.7170946265087,1.014925373134349
2021-07-28,2.6771373525894,1.0243024302430244
2020-06-08,2.6136200340306,1.034578146611319
2019-07-29,2.5262664232676,1.0262172284644313
2018-06-11,2.4617267701184,1.024570024570002
2017-07-10,2.4026925550077,1.0196656833825026
2016-06-16,2.3563532579005,1.0183654729109548
2015-06-24,2.3138581585695,1.0101061141990784
2014-05-19,2.2907080019055,1.0076687116564274
2013-07-16,2.2732749120889,1.0106382978723694
2012-07-16,2.2493457024879,1.0205338809034488
2011-07-14,2.2040872376492,1.003754693366753
2010-07-14,2.1958425222963,1.0038986354775792
2006-06-09,2.1873149785204,1.4999999999999658
2006-05-29,1.4582099856803,1.315755627009702
2006-05-26,1.1082680976211,1.0633311851894551
2005-07-20,1.0422605045893,1.0231481481481755
2004-08-20,1.0186799501868,1.0186799501868
2004-05-31,1.0,1.0
1900-01-01,1.0,1.0
