date,hfq_factor,hfq_one_point
2023-07-04,6.5888141412309,1.018079760063359
2022-07-01,6.4718054514912,1.0230666422601815
2021-07-14,6.3258884457356,1.0199630643162543
2020-06-29,6.2020760035818,1.2472906403941073
2019-06-17,4.9724385020817,1.229813664596271
2018-06-29,4.0432454486624,1.0301075268817073
2017-07-21,3.9250712601838,1.020260492040522
2016-06-17,3.8471265826766,1.023850085178873
2015-06-23,3.7575096572898,1.0120751341681538
2014-04-16,3.7126785654883,1.2547717842323671
2013-08-16,2.9588476662787,1.033913840513296
2012-08-13,2.8617932658777,1.0168491996630296
2011-07-25,2.8143733277521,1.0106685633001344
2010-08-09,2.7846649534268,1.2090022505626452
2009-08-19,2.3032752438061,1.00295857988165
2008-08-19,2.296480921553,1.0143061516451963
2007-08-13,2.2640904995283,1.001502855425312
2006-08-23,2.2606930047811,1.0318979266347807
2006-02-09,2.1908106862407,1.3900000000000166
2003-08-21,1.5761227958566,1.0171428571428585
2002-08-22,1.5495589285107,1.0101641907740575
2001-06-08,1.5339673913043,1.5339673913043
1999-02-03,1.0,1.0
1900-01-01,1.0,1.0
