date,hfq_factor,hfq_one_point
2016-07-15,3.1555086069848,1.0004185851820915
2015-05-29,3.1541883104965,1.0062296858071713
2014-07-11,3.1346603613332,1.0120481927710625
2013-07-30,3.0973429760793,1.0263620386643173
2012-06-11,3.0177879338855,1.019021739130459
2011-06-15,2.9614558924529,1.0098619329388439
2010-05-12,2.9325354247532,1.008602150537634
2009-05-12,2.9075244616423,1.005424954792055
2008-05-30,2.8918363800147,1.0075528700906102
2007-06-11,2.8701584461316,2.0052956751985893
2006-06-28,1.4312894011739,1.012738853503229
2006-03-28,1.4132857609075,1.3699999999999777
2005-06-28,1.0315954459179,1.012944983818733
2004-07-13,1.0184121175356,1.008179959100242
2003-07-22,1.0101491388943,1.0065252854812299
2002-07-12,1.003600360036,1.003600360036
2001-09-10,1.0,1.0
1900-01-01,1.0,1.0
