date,hfq_factor,hfq_one_point
2023-07-10,2.7874640372242,1.0034825870646895
2022-05-20,2.77779014121,1.6141823534939506
2021-06-15,1.7208651396773,1.2046692607003542
2020-05-19,1.4284959331301,1.4013725490196656
2019-04-15,1.01935487043,1.0033914728681803
2018-06-21,1.0159094411239,1.0034700959379081
2017-05-12,1.012396328736,1.0018286779734056
2016-05-19,1.0105483612068,1.0036776997659778
2015-05-22,1.0068454857993,1.002876318312536
2014-05-15,1.0039577836412,1.0039577836412
2014-02-10,1.0,1.0
1900-01-01,1.0,1.0
