date,hfq_factor,hfq_one_point
2021-07-21,5.5028796791796,1.0023654642223487
2020-06-24,5.4898935324441,1.0021023125438029
2019-06-05,5.4783762732851,1.0009699321047565
2018-06-07,5.4730677691443,1.0005909001378728
2017-06-09,5.469835642509,1.001359871430338
2016-06-16,5.4624074706488,1.0013280212483326
2015-11-30,5.4551628984066,2.0
2015-06-12,2.7275814492033,1.0030677698243047
2014-07-04,2.7192394484782,1.000874002650193
2013-06-07,2.7168649013542,1.0006968641114982
2011-06-28,2.7149729341527,1.0011746634137448
2010-07-05,2.7117874965946,1.003843197540366
2009-06-09,2.7014054617684,1.002424242424228
2008-06-11,2.6948724376771,1.003722084367268
2007-06-14,2.6848790911838,1.006772009029349
2006-06-22,2.6668193663552,1.3000000000000145
2006-06-01,2.0513995125809,1.0084151472650718
2005-06-29,2.0342807405705,1.022675736961419
2003-06-16,1.9891747374537,1.0088300220750765
2002-07-15,1.971764017651,1.0073529411764481
2001-06-20,1.957371579566,1.0064724919094277
1999-03-15,1.9447839809835,1.0648156182212254
1998-05-26,1.8264044475909,1.008474576271199
1997-04-24,1.8110565110565,1.8110565110565
1996-07-16,1.0,1.0
1900-01-01,1.0,1.0
