Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1699378200,0,"2023-11-07 17:30:00",181.175003,181.389999,180.934997,181.299896,694642
1699378500,0,"2023-11-07 17:35:00",181.289993,181.389999,181.25,181.339996,317994
1699378800,0,"2023-11-07 17:40:00",181.339904,181.36,181.25,181.324996,205326
1699379100,0,"2023-11-07 17:45:00",181.320007,181.490005,181.25,181.25,432118
1699379400,0,"2023-11-07 17:50:00",181.25,181.434204,181.25,181.403396,317609
1699379700,0,"2023-11-07 17:55:00",181.399993,181.589996,181.350006,181.574996,416894
1699380000,0,"2023-11-07 18:00:00",181.580001,181.839996,181.524993,181.759994,646617
1699380300,0,"2023-11-07 18:05:00",181.770004,181.990005,181.710006,181.979995,614720
1699380600,0,"2023-11-07 18:10:00",181.979995,182.160003,181.929992,181.945007,1140333
1699380900,0,"2023-11-07 18:15:00",181.943298,182.039993,181.824996,181.985,572914
1699381200,0,"2023-11-07 18:20:00",181.979995,182.090103,181.889999,182.084793,480198
1699381500,0,"2023-11-07 18:25:00",182.085006,182.089996,181.940002,182.014999,368817
1699381800,0,"2023-11-07 18:30:00",182.018493,182.179992,182.013107,182.091506,527812
1699382100,0,"2023-11-07 18:35:00",182.095001,182.119995,181.990005,182.100006,409638
1699382400,0,"2023-11-07 18:40:00",182.089996,182.100006,181.929992,182,416509
1699382700,0,"2023-11-07 18:45:00",182.009994,182.179901,181.979995,182.179901,415611
1699383000,0,"2023-11-07 18:50:00",182.175003,182.36,182.175003,182.210006,728812
1699383300,0,"2023-11-07 18:55:00",182.220001,182.440002,182.120101,182.369995,657745
1699383600,0,"2023-11-07 19:00:00",182.370193,182.429992,182.315002,182.330001,349744
1699383900,0,"2023-11-07 19:05:00",182.309997,182.389999,182.199996,182.378906,413734
1699384200,0,"2023-11-07 19:10:00",182.380004,182.399993,182.25,182.304992,306493
1699384500,0,"2023-11-07 19:15:00",182.309906,182.395004,182.214996,182.274993,299274
1699384800,0,"2023-11-07 19:20:00",182.274993,182.356903,182.224502,182.285003,295678
1699385100,0,"2023-11-07 19:25:00",182.279998,182.350006,182.171005,182.340896,398822
1699385400,0,"2023-11-07 19:30:00",182.350006,182.429992,182.289993,182.410003,331652
1699385700,0,"2023-11-07 19:35:00",182.419998,182.429992,182.300003,182.324996,366955
1699386000,0,"2023-11-07 19:40:00",182.330001,182.339996,182.039993,182.039993,631981
1699386300,0,"2023-11-07 19:45:00",182.049896,182.205001,181.960098,182.050201,576762
1699386600,0,"2023-11-07 19:50:00",182.059997,182.130004,181.899993,181.985,416362
1699386900,0,"2023-11-07 19:55:00",181.985,182.080001,181.979995,182.0401,307367
1699387200,0,"2023-11-07 20:00:00",182.050003,182.240005,181.990005,182.001495,470200
1699387500,0,"2023-11-07 20:05:00",182.009994,182.080001,181.904998,182.035003,506072
1699387800,0,"2023-11-07 20:10:00",182.035003,182.139999,182.009994,182.029998,348796
1699388100,0,"2023-11-07 20:15:00",182.029998,182.100006,181.990005,182.035003,412840
1699388400,0,"2023-11-07 20:20:00",182.029998,182.264999,181.930099,182.259994,773076
1699388700,0,"2023-11-07 20:25:00",182.264999,182.289993,182.169998,182.198303,371423
1699389000,0,"2023-11-07 20:30:00",182.195007,182.289993,182.130004,182.244995,524220
1699389300,0,"2023-11-07 20:35:00",182.240005,182.300003,182.125,182.289993,549586
1699389600,0,"2023-11-07 20:40:00",182.294998,182.339996,182.044998,182.100006,783764
1699389900,0,"2023-11-07 20:45:00",182.089996,182.139999,181.770004,181.910003,1123012
1699390200,0,"2023-11-07 20:50:00",181.919998,182,181.574996,181.619995,1472743
1699390500,0,"2023-11-07 20:55:00",181.615005,181.960006,181.550003,181.880004,3689464
1699390800,0,"2023-11-07 21:00:00",181.820007,181.820007,181.820007,181.820007,
1699453800,0,"2023-11-08 14:30:00",182.350006,183.309997,182.179992,183.210006,3080194
1699454100,0,"2023-11-08 14:35:00",183.220001,183.270095,182.86,183.195007,1135612
1699454400,0,"2023-11-08 14:40:00",183.190002,183.199996,182.632003,182.821899,1188430
1699454700,0,"2023-11-08 14:45:00",182.835006,183.259994,182.830001,183.104995,1241745
1699455000,0,"2023-11-08 14:50:00",183.118392,183.365005,182.86,183.274993,1098765
1699455300,0,"2023-11-08 14:55:00",183.279998,183.449996,182.880004,182.960006,972180
1699455600,0,"2023-11-08 15:00:00",182.979995,183,182.285095,182.651,1416666
1699455900,0,"2023-11-08 15:05:00",182.6501,182.930999,182.570007,182.86,741982
1699456200,0,"2023-11-08 15:10:00",182.86,183.330001,182.810104,183.023101,942884
1699456500,0,"2023-11-08 15:15:00",183.020004,183.029998,182.649993,182.869995,725275
1699456800,0,"2023-11-08 15:20:00",182.865005,182.892807,182.559997,182.740005,575916
1699457100,0,"2023-11-08 15:25:00",182.759994,182.820007,182.419998,182.498504,673198
1699457400,0,"2023-11-08 15:30:00",182.490005,182.630004,182.410003,182.469894,588712
1699457700,0,"2023-11-08 15:35:00",182.462997,182.779602,182.309997,182.500198,862666
1699458000,0,"2023-11-08 15:40:00",182.509994,182.970001,182.479995,182.960006,622989
1699458300,0,"2023-11-08 15:45:00",182.970001,182.985,182.788299,182.929992,473294
1699458600,0,"2023-11-08 15:50:00",182.910003,182.964996,182.580001,182.619995,439928
1699458900,0,"2023-11-08 15:55:00",182.625,182.820007,182.539993,182.580001,449849
1699459200,0,"2023-11-08 16:00:00",182.585006,182.850006,182.550003,182.714996,445779
1699459500,0,"2023-11-08 16:05:00",182.710296,182.758193,182.429992,182.440002,391513
1699459800,0,"2023-11-08 16:10:00",182.447097,182.600006,182.425003,182.514999,417066
1699460100,0,"2023-11-08 16:15:00",182.509994,182.699996,182.410003,182.639999,552917
1699460400,0,"2023-11-08 16:20:00",182.639999,182.645004,182.089996,182.220001,540389
1699460700,0,"2023-11-08 16:25:00",182.229995,182.337005,182,182.149993,540207
1699461000,0,"2023-11-08 16:30:00",182.149993,182.309997,182.059997,182.175003,601754
1699461300,0,"2023-11-08 16:35:00",182.179992,182.449996,182.175003,182.270004,453243
1699461600,0,"2023-11-08 16:40:00",182.270004,182.389999,182.150207,182.380004,342443
1699461900,0,"2023-11-08 16:45:00",182.380004,182.5,182.229995,182.259994,344608
1699462200,0,"2023-11-08 16:50:00",182.259994,182.269897,182.029998,182.160003,411934
1699462500,0,"2023-11-08 16:55:00",182.160507,182.210006,182,182.009994,400425
1699462800,0,"2023-11-08 17:00:00",182.009994,182.070007,181.854995,181.929992,608036
1699463100,0,"2023-11-08 17:05:00",181.940002,182.070007,181.589996,181.660003,563224
1699463400,0,"2023-11-08 17:10:00",181.654998,181.890197,181.600006,181.809997,339455
1699463700,0,"2023-11-08 17:15:00",181.800003,181.960006,181.729995,181.945007,341285
1699464000,0,"2023-11-08 17:20:00",181.940002,182.080001,181.910095,182.024993,333746
1699464300,0,"2023-11-08 17:25:00",182.009994,182.100006,181.869598,181.889999,290842
1699464600,0,"2023-11-08 17:30:00",181.899993,181.970001,181.740005,181.949996,395324
1699464900,0,"2023-11-08 17:35:00",181.940093,182.179992,181.862503,182.154998,319334
1699465200,0,"2023-11-08 17:40:00",182.149993,182.289993,182.119995,182.220001,502794
1699465500,0,"2023-11-08 17:45:00",182.229995,182.259994,182.119995,182.190093,237365
1699465800,0,"2023-11-08 17:50:00",182.190002,182.209899,182.059997,182.164993,286406
1699466100,0,"2023-11-08 17:55:00",182.160003,182.169998,182.020095,182.1501,200786
1699466400,0,"2023-11-08 18:00:00",182.160003,182.410003,182,182.270004,417982
1699466700,0,"2023-11-08 18:05:00",182.259994,182.389999,182.239898,182.365005,305483
1699467000,0,"2023-11-08 18:10:00",182.365005,182.368804,182.220001,182.248703,323189
1699467300,0,"2023-11-08 18:15:00",182.244995,182.36,182.169998,182.274993,287904
1699467600,0,"2023-11-08 18:20:00",182.279495,182.440002,182.184997,182.335006,323660
1699467900,0,"2023-11-08 18:25:00",182.339996,182.580001,182.279998,182.509994,414684
1699468200,0,"2023-11-08 18:30:00",182.509994,182.576797,182.460006,182.489898,255461
1699468500,0,"2023-11-08 18:35:00",182.490005,182.625,182.470993,182.608901,249190
1699468800,0,"2023-11-08 18:40:00",182.600006,182.720001,182.570007,182.675003,305841
1699469100,0,"2023-11-08 18:45:00",182.679992,182.710006,182.600006,182.7005,188376
1699469400,0,"2023-11-08 18:50:00",182.710006,182.747497,182.580001,182.690002,198122
1699469700,0,"2023-11-08 18:55:00",182.695007,182.695007,182.509994,182.593307,213429
1699470000,0,"2023-11-08 19:00:00",182.589996,182.755004,182.529998,182.667098,288044
1699470300,0,"2023-11-08 19:05:00",182.669998,182.789993,182.651992,182.770004,279200
1699470600,0,"2023-11-08 19:10:00",182.779998,182.789993,182.714996,182.764999,232124
1699470900,0,"2023-11-08 19:15:00",182.785003,182.889999,182.759994,182.768707,277899
1699471200,0,"2023-11-08 19:20:00",182.770004,182.789993,182.710006,182.720306,227330
1699471500,0,"2023-11-08 19:25:00",182.720001,182.839996,182.669998,182.774993,384987
1699471800,0,"2023-11-08 19:30:00",182.779998,182.834503,182.649993,182.720001,331239
1699472100,0,"2023-11-08 19:35:00",182.710006,182.839996,182.61,182.835006,312526
1699472400,0,"2023-11-08 19:40:00",182.835006,182.850006,182.672195,182.800003,346104
1699472700,0,"2023-11-08 19:45:00",182.789993,182.800003,182.660003,182.664993,258922
1699473000,0,"2023-11-08 19:50:00",182.660003,182.669998,182.490005,182.570098,482478
1699473300,0,"2023-11-08 19:55:00",182.580001,182.600006,182.369995,182.429992,308597
1699473600,0,"2023-11-08 20:00:00",182.429992,182.539993,182.410003,182.529998,281395
1699473900,0,"2023-11-08 20:05:00",182.529998,182.619995,182.485,182.521194,357890
1699474200,0,"2023-11-08 20:10:00",182.529998,182.619995,182.440093,182.585006,843819
1699474500,0,"2023-11-08 20:15:00",182.585006,182.630004,182.480102,182.565002,382535
1699474800,0,"2023-11-08 20:20:00",182.559997,182.689895,182.543197,182.675003,394544
1699475100,0,"2023-11-08 20:25:00",182.675003,182.789993,182.649993,182.785003,458388
1699475400,0,"2023-11-08 20:30:00",182.789993,182.789993,182.622497,182.654998,408471
1699475700,0,"2023-11-08 20:35:00",182.660003,182.779998,182.630004,182.759994,387087
1699476000,0,"2023-11-08 20:40:00",182.760101,182.990005,182.755004,182.934997,816092
1699476300,0,"2023-11-08 20:45:00",182.929992,183.009994,182.754302,182.800003,844261
1699476600,0,"2023-11-08 20:50:00",182.789993,182.940902,182.789993,182.940002,1059135
1699476900,0,"2023-11-08 20:55:00",182.929992,182.990005,182.809997,182.889999,1816666
1699477200,0,"2023-11-08 21:00:00",182.889999,182.889999,182.889999,182.889999,
1699540200,0,"2023-11-09 14:30:00",183.142501,183.5,183.11,183.360794,2296735
1699540500,0,"2023-11-09 14:35:00",183.350006,183.397293,182.919998,182.949996,816604
1699540800,0,"2023-11-09 14:40:00",182.960006,183.240005,182.850204,182.919998,1006686
1699541100,0,"2023-11-09 14:45:00",182.925003,183.072296,182.740005,182.940002,781095
1699541400,0,"2023-11-09 14:50:00",182.960006,183.190002,182.720001,183.130004,636394
1699541700,0,"2023-11-09 14:55:00",183.130004,183.309997,183.042007,183.298995,608396
1699542000,0,"2023-11-09 15:00:00",183.289993,183.414993,182.800003,182.919998,729776
1699542300,0,"2023-11-09 15:05:00",182.919998,183.190002,182.600006,182.774993,684967
1699542600,0,"2023-11-09 15:10:00",182.770004,183.080001,182.660095,183.070007,484692
1699542900,0,"2023-11-09 15:15:00",183.062606,183.125701,182.870101,182.899993,618154
1699543200,0,"2023-11-09 15:20:00",182.899993,183.049804,182.845001,182.990005,514722
1699543500,0,"2023-11-09 15:25:00",182.979995,182.990005,182.600006,182.630004,525522
1699543800,0,"2023-11-09 15:30:00",182.634994,182.710006,182.479995,182.539993,559391
1699544100,0,"2023-11-09 15:35:00",182.550003,183.029998,182.520004,182.815002,561407
1699544400,0,"2023-11-09 15:40:00",182.809997,183.11,182.680099,183.11,445179
1699544700,0,"2023-11-09 15:45:00",183.100006,183.130004,182.979995,183.039993,387812
1699545000,0,"2023-11-09 15:50:00",183.040206,183.339996,183.040206,183.259994,692938
1699545300,0,"2023-11-09 15:55:00",183.274795,183.380004,183.190002,183.36,504487
1699545600,0,"2023-11-09 16:00:00",183.350006,183.5,183.324996,183.485,573567
1699545900,0,"2023-11-09 16:05:00",183.481201,183.729995,183.470001,183.729995,874743
1699546200,0,"2023-11-09 16:10:00",183.7238,183.820007,183.649902,183.679992,495285
1699546500,0,"2023-11-09 16:15:00",183.684997,183.809997,183.639999,183.679992,588579
1699546800,0,"2023-11-09 16:20:00",183.690002,183.979705,183.660003,183.800003,743559
1699547100,0,"2023-11-09 16:25:00",183.789993,183.799896,183.520004,183.535003,431179
1699547400,0,"2023-11-09 16:30:00",183.539993,183.710006,183.479995,183.630004,400086
1699547700,0,"2023-11-09 16:35:00",183.634994,183.719802,183.559997,183.649993,414022
1699548000,0,"2023-11-09 16:40:00",183.649993,183.660003,183.5,183.604598,395792
1699548300,0,"2023-11-09 16:45:00",183.604995,183.800003,183.552795,183.770004,505172
1699548600,0,"2023-11-09 16:50:00",183.759994,184.119995,183.740005,184.048004,939361
1699548900,0,"2023-11-09 16:55:00",184.050003,184.069305,183.899993,183.970001,409366
1699549200,0,"2023-11-09 17:00:00",183.970001,183.990005,183.639999,183.645004,428677
1699549500,0,"2023-11-09 17:05:00",183.649993,183.940002,183.634994,183.880004,335252
1699549800,0,"2023-11-09 17:10:00",183.880004,183.895004,183.667495,183.755004,398442
1699550100,0,"2023-11-09 17:15:00",183.75,183.776,183.580093,183.699996,320724
1699550400,0,"2023-11-09 17:20:00",183.704803,183.729995,183.61,183.654006,230035
1699550700,0,"2023-11-09 17:25:00",183.649993,183.679901,183.509994,183.570007,248445
1699551000,0,"2023-11-09 17:30:00",183.580001,183.702392,183.520004,183.679992,287843
1699551300,0,"2023-11-09 17:35:00",183.684997,183.759994,183.539993,183.549896,268244
1699551600,0,"2023-11-09 17:40:00",183.550003,183.75,183.535003,183.740005,359139
1699551900,0,"2023-11-09 17:45:00",183.739898,183.889999,183.683197,183.828704,426002
1699552200,0,"2023-11-09 17:50:00",183.830001,184.014999,183.826599,183.970001,405355
1699552500,0,"2023-11-09 17:55:00",183.975006,183.990005,183.830093,183.929992,282602
1699552800,0,"2023-11-09 18:00:00",183.929992,183.970001,182.899993,183.169998,1069951
1699553100,0,"2023-11-09 18:05:00",183.175003,183.220001,182.690002,183.035003,742344
1699553400,0,"2023-11-09 18:10:00",183.039993,183.520004,182.960006,183.479995,652233
1699553700,0,"2023-11-09 18:15:00",183.470397,183.479995,183.270004,183.335006,363086
1699554000,0,"2023-11-09 18:20:00",183.330001,183.839996,183.289993,183.779998,595389
1699554300,0,"2023-11-09 18:25:00",183.770004,183.830001,183.619995,183.699996,425203
1699554600,0,"2023-11-09 18:30:00",183.699996,183.699996,183.399993,183.613601,394693
1699554900,0,"2023-11-09 18:35:00",183.610107,183.729995,183.400497,183.439895,342136
1699555200,0,"2023-11-09 18:40:00",183.440002,183.509994,183.164993,183.36,382016
1699555500,0,"2023-11-09 18:45:00",183.36,183.460006,183.229995,183.320007,402354
1699555800,0,"2023-11-09 18:50:00",183.300003,183.309997,183.080001,183.149993,1822905
1699556100,0,"2023-11-09 18:55:00",183.149993,183.350006,182.990005,183.118804,358652
1699556400,0,"2023-11-09 19:00:00",183.11,183.11,182.512298,182.720001,770933
1699556700,0,"2023-11-09 19:05:00",182.699996,182.899993,182.429992,182.869995,733981
1699557000,0,"2023-11-09 19:10:00",182.889999,182.889999,182.440002,182.600006,462133
1699557300,0,"2023-11-09 19:15:00",182.600006,182.618103,182.339996,182.399993,537147
1699557600,0,"2023-11-09 19:20:00",182.395004,182.880004,182.389999,182.809997,477836
1699557900,0,"2023-11-09 19:25:00",182.800003,182.979995,182.730499,182.820007,327650
1699558200,0,"2023-11-09 19:30:00",182.820007,182.830001,182.550003,182.589996,422670
1699558500,0,"2023-11-09 19:35:00",182.585006,182.699996,182.339996,182.550003,403395
1699558800,0,"2023-11-09 19:40:00",182.565002,182.570007,182.279998,182.429992,359786
1699559100,0,"2023-11-09 19:45:00",182.449996,182.600006,182.442001,182.559997,326010
1699559400,0,"2023-11-09 19:50:00",182.559997,182.559997,182.160003,182.240005,324840
1699559700,0,"2023-11-09 19:55:00",182.241302,182.429992,182.169998,182.375,301319
1699560000,0,"2023-11-09 20:00:00",182.369995,182.380004,182.020004,182.11,543284
1699560300,0,"2023-11-09 20:05:00",182.11,182.199996,182.020095,182.164993,414800
1699560600,0,"2023-11-09 20:10:00",182.160003,182.270004,182.100006,182.210006,425382
1699560900,0,"2023-11-09 20:15:00",182.210006,182.240005,181.869995,182.089996,1060133
1699561200,0,"2023-11-09 20:20:00",182.096298,182.11,181.809997,181.960006,445034
1699561500,0,"2023-11-09 20:25:00",181.960006,182.139999,181.820007,181.86,470364
1699561800,0,"2023-11-09 20:30:00",181.850006,182.039993,181.830001,182.009994,444912
1699562100,0,"2023-11-09 20:35:00",182,182.130004,181.880004,181.934997,515630
1699562400,0,"2023-11-09 20:40:00",181.937698,182,181.845001,181.910003,500278
1699562700,0,"2023-11-09 20:45:00",181.919998,182.029998,181.839904,181.989898,616718
1699563000,0,"2023-11-09 20:50:00",181.990005,182.220001,181.990005,182.160003,1095131
1699563300,0,"2023-11-09 20:55:00",182.160003,182.479995,182.130004,182.440002,1929640
1699563600,0,"2023-11-09 21:00:00",182.410003,182.410003,182.410003,182.410003,
1699626600,0,"2023-11-10 14:30:00",183.770004,184.460006,183.75,184.219696,3086701
1699626900,0,"2023-11-10 14:35:00",184.211196,184.559997,184.060104,184.483703,1252659
1699627200,0,"2023-11-10 14:40:00",184.490005,184.75,184.320007,184.740005,1158259
1699627500,0,"2023-11-10 14:45:00",184.740005,184.789993,184.389999,184.565002,989683
1699627800,0,"2023-11-10 14:50:00",184.570007,184.696899,184.294998,184.309997,854261
1699628100,0,"2023-11-10 14:55:00",184.300003,184.339996,184.11,184.179992,1003742
1699628400,0,"2023-11-10 15:00:00",184.169998,184.389999,183.570007,183.720001,1163029
1699628700,0,"2023-11-10 15:05:00",183.714996,184.080001,183.529998,183.985,729034
1699629000,0,"2023-11-10 15:10:00",183.979995,184.179992,183.884994,184.059997,609949
1699629300,0,"2023-11-10 15:15:00",184.074996,184.470001,184.029998,184.470001,750032
1699629600,0,"2023-11-10 15:20:00",184.460006,184.490005,184.050003,184.214996,759030
1699629900,0,"2023-11-10 15:25:00",184.210006,184.259994,183.699996,183.779907,685635
1699630200,0,"2023-11-10 15:30:00",183.779998,183.960006,183.690002,183.699996,537987
1699630500,0,"2023-11-10 15:35:00",183.710006,183.929992,183.615005,183.865005,528564
1699630800,0,"2023-11-10 15:40:00",183.86,184.050003,183.779998,184.020004,417444
1699631100,0,"2023-11-10 15:45:00",184.029998,184.289993,183.970001,184.042007,606876
1699631400,0,"2023-11-10 15:50:00",184.042205,184.274993,183.929992,184.184997,425822
1699631700,0,"2023-11-10 15:55:00",184.190002,184.320007,184.123397,184.320007,691605
1699632000,0,"2023-11-10 16:00:00",184.330001,184.710006,184.300003,184.691696,841928
1699632300,0,"2023-11-10 16:05:00",184.690002,184.869995,184.679992,184.770996,746710
1699632600,0,"2023-11-10 16:10:00",184.774993,184.940002,184.710006,184.904998,546440
1699632900,0,"2023-11-10 16:15:00",184.904998,184.940002,184.764999,184.889999,493661
1699633200,0,"2023-11-10 16:20:00",184.889999,184.910003,184.759994,184.824996,448624
1699633500,0,"2023-11-10 16:25:00",184.824996,184.850006,184.669998,184.75,441562
1699633800,0,"2023-11-10 16:30:00",184.759994,184.770004,184.589996,184.589996,352729
1699634100,0,"2023-11-10 16:35:00",184.593902,184.660003,184.429992,184.565002,422695
1699634400,0,"2023-11-10 16:40:00",184.570007,184.740005,184.520004,184.740005,333753
1699634700,0,"2023-11-10 16:45:00",184.749893,184.769897,184.470001,184.494995,322877
1699635000,0,"2023-11-10 16:50:00",184.490097,184.720001,184.490005,184.669998,277545
1699635300,0,"2023-11-10 16:55:00",184.669998,184.75,184.619995,184.729995,260785
1699635600,0,"2023-11-10 17:00:00",184.729995,184.836105,184.660003,184.804992,420045
1699635900,0,"2023-11-10 17:05:00",184.809997,184.940002,184.780105,184.910003,400845
1699636200,0,"2023-11-10 17:10:00",184.910095,184.960006,184.854995,184.910003,378856
1699636500,0,"2023-11-10 17:15:00",184.907592,184.970001,184.800094,184.910003,305129
1699636800,0,"2023-11-10 17:20:00",184.904998,184.970001,184.869995,184.960006,417321
1699637100,0,"2023-11-10 17:25:00",184.960296,185,184.899993,184.940002,376730
1699637400,0,"2023-11-10 17:30:00",184.940093,185.179992,184.880004,185.094696,1429910
1699637700,0,"2023-11-10 17:35:00",185.085601,185.309997,185.080001,185.300003,738517
1699638000,0,"2023-11-10 17:40:00",185.300003,185.380004,185.240005,185.244995,518200
1699638300,0,"2023-11-10 17:45:00",185.240005,185.2901,185.179992,185.25,408353
1699638600,0,"2023-11-10 17:50:00",185.25,185.419998,185.220001,185.350006,558018
1699638900,0,"2023-11-10 17:55:00",185.350006,185.429992,185.283706,185.283706,403591
1699639200,0,"2023-11-10 18:00:00",185.279998,185.399993,185.240005,185.389007,345092
1699639500,0,"2023-11-10 18:05:00",185.399993,185.399993,185.259994,185.270004,358906
1699639800,0,"2023-11-10 18:10:00",185.259994,185.380004,185.214996,185.289993,420498
1699640100,0,"2023-11-10 18:15:00",185.289993,185.380004,185.160003,185.366104,327776
1699640400,0,"2023-11-10 18:20:00",185.362594,185.5,185.362594,185.470001,554725
1699640700,0,"2023-11-10 18:25:00",185.479995,185.509994,185.399993,185.404998,415838
1699641000,0,"2023-11-10 18:30:00",185.404998,185.509994,185.399993,185.505004,408591
1699641300,0,"2023-11-10 18:35:00",185.5,185.631698,185.460006,185.600006,535132
1699641600,0,"2023-11-10 18:40:00",185.600006,185.820007,185.600006,185.770095,747770
1699641900,0,"2023-11-10 18:45:00",185.770004,185.830001,185.702301,185.770004,453554
1699642200,0,"2023-11-10 18:50:00",185.770004,185.770095,185.570007,185.705001,385888
1699642500,0,"2023-11-10 18:55:00",185.705001,185.809997,185.664993,185.740097,317479
1699642800,0,"2023-11-10 19:00:00",185.75,185.800003,185.699996,185.735,265189
1699643100,0,"2023-11-10 19:05:00",185.740005,185.850006,185.720001,185.843093,415898
1699643400,0,"2023-11-10 19:10:00",185.845001,185.945007,185.763107,185.884094,633386
1699643700,0,"2023-11-10 19:15:00",185.880004,185.929992,185.789993,185.915603,350762
1699644000,0,"2023-11-10 19:20:00",185.914993,185.975006,185.880004,185.890106,323956
1699644300,0,"2023-11-10 19:25:00",185.899993,185.919998,185.835006,185.850006,321508
1699644600,0,"2023-11-10 19:30:00",185.850006,185.869995,185.634994,185.639999,1293109
1699644900,0,"2023-11-10 19:35:00",185.636505,185.729995,185.580001,185.705001,485993
1699645200,0,"2023-11-10 19:40:00",185.709106,185.820007,185.669998,185.699996,447902
1699645500,0,"2023-11-10 19:45:00",185.699996,185.729904,185.600006,185.665298,390170
1699645800,0,"2023-11-10 19:50:00",185.679992,185.759994,185.660003,185.699996,245151
1699646100,0,"2023-11-10 19:55:00",185.705001,185.707992,185.554992,185.580093,366977
1699646400,0,"2023-11-10 20:00:00",185.585006,185.820007,185.580001,185.785003,393681
1699646700,0,"2023-11-10 20:05:00",185.785003,185.809997,185.679992,185.729995,348673
1699647000,0,"2023-11-10 20:10:00",185.725006,185.789993,185.660003,185.755004,360203
1699647300,0,"2023-11-10 20:15:00",185.75,186,185.729995,185.979995,678598
1699647600,0,"2023-11-10 20:20:00",185.979995,186.085006,185.929992,186.080001,1224193
1699647900,0,"2023-11-10 20:25:00",186.080001,186.130004,185.990005,186.119995,622461
1699648200,0,"2023-11-10 20:30:00",186.11,186.131195,185.955001,186.042205,701502
1699648500,0,"2023-11-10 20:35:00",186.044998,186.169998,186.035003,186.070007,801501
1699648800,0,"2023-11-10 20:40:00",186.074996,186.119995,185.972,186.119995,782706
1699649100,0,"2023-11-10 20:45:00",186.11,186.330001,186.092498,186.274993,1180920
1699649400,0,"2023-11-10 20:50:00",186.279998,186.5,186.25,186.369995,1576301
1699649700,0,"2023-11-10 20:55:00",186.369995,186.565002,186.330001,186.339996,4413885
1699650000,0,"2023-11-10 21:00:00",186.399993,186.399993,186.399993,186.399993,
1699885800,0,"2023-11-13 14:30:00",185.869995,186.029998,185.320007,185.36,2191344
1699886100,0,"2023-11-13 14:35:00",185.380004,185.539993,185.070007,185.070007,1057312
