date,hfq_factor
2023-06-13,12.6905489783218000
2022-07-14,12.6657142445090000
2021-06-18,12.6389368359582000
2020-06-29,12.6150897853244000
2019-05-09,12.5891861102005000
2018-04-10,11.3786874457581000
2015-05-28,8.6828837575024000
2014-06-11,7.7417873417632990
2013-04-22,7.6930968553371000
2011-04-18,6.9758376507358000
2010-03-29,5.3583375684655000
2008-03-28,4.1112743896835000
2007-07-19,3.1625187612950000
2006-06-08,3.1443954446114000
2006-02-21,2.6203295371761000
2005-04-28,1.9850981342244000
2003-06-09,1.9460213992987000
2001-10-19,1.9181680395759000
2001-08-15,1.2762965915501000
2000-04-21,1.2247781457373000
1999-05-31,1.2182748989458000
1998-08-26,1.0107349298101000
1998-03-27,1.0000000000000000
1900-01-01,1.0000000000000000
