date,hfq_factor
2023-09-11,26.7808385919868000
2023-04-27,26.0282859901137980
2022-09-15,24.9999064567233000
2022-04-29,24.4232073458416000
2021-05-21,23.4259968036930000
2020-11-25,22.3892298218647000
2020-06-10,22.1031626011421000
2019-04-22,21.5490597532819020
2018-12-07,21.1059949733079000
2018-04-27,20.2973361620701000
2017-05-11,19.4500090357597000
2016-09-26,18.3729434684819000
2016-04-28,17.6902164196943020
2015-05-20,16.6905432495036980
2014-04-24,10.7344727847325000
2013-05-03,10.3363913131760000
2012-05-04,5.0835328227524000
2011-07-13,5.0397298609395000
2010-07-14,5.0036699735544000
2009-04-29,4.9045481436504000
2008-04-28,4.8182511088648000
2007-06-29,4.7165465999705000
2007-06-28,3.6905685445779000
2007-06-13,3.1276004615067000
2006-05-23,3.0473283931972000
2005-04-07,2.9625862243097000
2004-04-07,2.8455650436259000
2003-04-25,1.8322030131159000
2002-06-21,1.7623249424403000
2001-05-17,1.7428785982478000
2000-06-06,1.6900000000000000
1999-07-07,1.3000000000000000
1998-12-10,1.0000000000000000
1900-01-01,1.0000000000000000
