date,hfq_factor
2023-06-16,4.5582226410345000
2022-06-30,4.5552894218318000
2021-06-30,4.5443589133211000
2020-06-18,4.5083497301728000
2019-06-27,3.4231871822637000
2018-06-22,2.7951793534921000
2017-07-12,1.8087073933331000
2016-06-03,1.8062482398412000
2015-05-15,1.8036734027209000
2014-05-09,1.8013430753273000
2010-04-29,1.7962037227586000
2009-04-17,1.7725340125683000
2008-12-05,1.7151386139898000
2002-08-27,1.1479102453517000
2000-11-07,1.1447216057813000
1999-08-30,1.0229885057471000
1997-04-25,1.0000000000000000
1900-01-01,1.0000000000000000
