date,hfq_factor
2018-07-12,12.7198299749472990
2017-06-01,12.6052369121099000
2016-06-20,12.5239128029996000
2015-07-01,10.3535686524503010
2014-05-05,10.2906519737164000
2013-05-28,10.1771141886503000
2012-06-12,10.0630848980212000
2011-05-10,9.9495381008644000
2010-04-29,4.9487367686403000
2009-08-27,2.4672683315674000
2009-05-21,2.1634450496259000
2008-04-01,2.1524183164473000
2007-05-17,1.6513641302930000
2006-05-11,1.4976784574317000
2005-12-23,1.3539110724596000
2005-04-29,1.0179782499696000
2004-04-30,1.0063331222293000
2002-12-02,1.0000000000000000
1900-01-01,1.0000000000000000
