date,hfq_factor
2023-08-18,50.7249474296101000
2022-08-18,49.4827038190890000
2021-07-20,31.3450003494205000
2020-06-24,30.8272068333239000
2019-06-28,30.3286536230814970
2018-07-20,24.2388346156173000
2017-07-20,23.7071948636907020
2016-07-20,23.6269221948520000
2015-07-22,23.2608712876079020
2014-07-31,22.9555846619026000
2013-08-15,22.5432088895331000
2012-06-21,22.0958458140721000
2011-06-01,21.4011028834861000
2010-06-25,21.0394232113847000
2009-06-12,20.8417152407216970
2008-06-26,20.5170779316761980
2007-06-01,19.7086824260940000
2006-07-20,16.2287036284518000
2005-04-25,14.3928344953881000
2004-06-03,7.0826938398607000
2002-06-13,4.3561536798095000
2001-07-19,2.8460900190632000
2000-07-20,2.8271160856028000
1999-07-30,2.8047761718485000
1998-06-30,2.7764879603321000
1997-06-19,2.4831489374960000
1996-06-11,1.9040100145168000
1995-08-02,1.4375838926174000
1994-04-08,1.0000000000000000
1900-01-01,1.0000000000000000
