date,hfq_factor
2023-06-08,7.5443442013682000
2022-06-24,6.4411435356986000
2021-06-29,6.1390606367770000
2020-06-29,6.0434765466057000
2019-06-26,5.7965721201717000
2018-06-26,5.6089536022724000
2017-06-29,5.4494125037737000
2015-06-11,5.3870939363862000
2013-07-05,4.1347272120698000
2012-06-15,4.0192435592639000
2011-06-28,3.9350532878089000
2010-06-10,1.9377065977707000
2009-06-11,1.8822802076743000
2008-06-03,1.8330959848450000
2007-05-17,1.0090090090090000
2006-09-22,1.0000000000000000
1900-01-01,1.0000000000000000
