date,hfq_factor
2023-06-13,6.4925730248124000
2022-06-28,6.4779005434004000
2021-06-29,6.4642771984090000
2020-06-16,4.6100233586118000
2019-05-21,4.6005377138410000
2017-07-07,3.5345882169892000
2016-06-22,3.5260608630278000
2015-06-17,3.5190577630019000
2014-06-19,3.5137392877934000
2013-06-26,3.5002422098633000
2012-06-15,3.4785554551553000
2011-06-24,3.4696054840014000
2010-04-21,3.4579390230599000
2009-06-22,2.8816158525499000
2008-07-11,2.8740459334977000
2007-06-20,2.8677432011874000
2006-07-31,2.8583201676676000
2006-02-14,2.8384707220588000
2005-07-28,2.1341885128262000
2001-06-08,2.0939208050370000
2000-05-26,2.0692574268858000
1999-09-02,1.1360310034921000
1999-05-12,1.0480198103644000
1998-12-29,1.0075244544771000
1997-04-22,1.0000000000000000
1900-01-01,1.0000000000000000
