date,hfq_factor
2023-08-29,18.8707559776534030
2022-07-15,18.5417274118891020
2021-07-09,17.5699064244108000
2020-07-10,16.4139915280680000
2019-07-19,15.7518979504758000
2018-07-11,15.0158279527900000
2017-06-05,14.1936803479368000
2016-07-27,13.3608575278567020
2015-07-03,12.8364126529315000
2014-07-02,12.7009634934444000
2013-06-18,12.4751685868943000
2012-06-08,12.3248653509076000
2011-06-02,12.2025163226066000
2010-05-04,12.0784229362750000
2009-06-02,6.6550066932837000
2008-04-02,5.0895419740711000
2007-04-16,2.5411062822731000
2006-08-24,2.5069184193460000
2006-06-12,2.0055347354768000
2005-05-30,1.9710358581463000
2004-03-30,1.0476599508132000
2003-05-29,1.0240462779925000
2002-06-25,1.0076142131980000
2001-04-12,1.0000000000000000
1900-01-01,1.0000000000000000
