date,hfq_factor
2021-07-09,11.5424040793476000
2020-08-07,11.2690313511526000
2015-07-22,11.0157946915761000
2014-07-16,10.8278118470099010
2013-06-28,10.5722197218659000
2012-06-21,10.3824132636636990
2008-05-16,10.2297307156686000
2005-10-31,10.1559231347475020
2005-10-28,7.8268901365879010
2005-07-11,7.2294176070774000
2004-04-19,7.0940352548849000
2003-06-02,4.7064876062389000
2002-07-22,2.3456428864427000
2001-07-20,2.3113498617871000
1999-10-12,2.2837021361677000
1999-08-30,1.6053016562404000
1999-03-18,1.4462500000000000
1998-04-27,1.2000000000000000
1996-12-05,1.0000000000000000
1900-01-01,1.0000000000000000
